stdYymm,nationCode,mprcExipitmCode,imxprtSeCode,nationNm,ecoblNm,mprcExipitmNm,imxprtSeNm,imxprtWt,imxprtDollarAmount
202209,AU,0303670000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,명태,수출,1357.8,6734
202209,CN,0303670000,E,중국,아시아.태평양 경제협력체,명태,수출,16553402.5,20675460
202209,CN,0303670000,I,중국,아시아.태평양 경제협력체,명태,수입,13000,24953
202209,MY,0303670000,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,명태,수출,20,46
202209,MP,0303670000,E,북마리아나제도,,명태,수출,330,771
202209,FR,0303680000,I,프랑스,유럽연합/경제협력개발기구,블루 화이팅스,수입,11151,6412
202209,NL,0303680000,I,네덜란드,유럽연합/경제협력개발기구,블루 화이팅스,수입,106201,61066
202209,RU,0303699000,I,러시아,,,수입,81363,104145
202209,CN,0303699000,E,중국,아시아.태평양 경제협력체,,수출,81363,114616
202209,TH,0304491000,E,태국,동남아국가연합/아시아.태평양 경제협력체,붕장어,수출,60,475
202209,JP,0304491000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어,수출,79758.7,1092254
202209,US,0304491000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,붕장어,수출,542.718,24968
202209,ES,0304492000,I,스페인,유럽연합/경제협력개발기구,참다랑어,수입,1391.96,64564
202209,TH,0304499000,E,태국,동남아국가연합/아시아.태평양 경제협력체,,수출,20,200
202209,JP,0304499000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,,수입,8,28
202209,US,0304499000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,67.08,3085
202209,GU,0304519000,E,괌,,틸라피아,수출,113.96,1942
202209,JP,0307992900,I,일본,아시아.태평양 경제협력체/경제협력개발기구,,수입,10.15,120
202209,NZ,0307992900,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,,수입,1500,51643
202209,CN,0307792010,I,중국,아시아.태평양 경제협력체,개량조개,수입,10000,70365
202209,CN,0307793020,I,중국,아시아.태평양 경제협력체,바지락,수입,98460,608955
202209,CN,0307793090,I,중국,아시아.태평양 경제협력체,클램,수입,44.807,329
202209,MY,0307794090,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,새조개,수출,192,64
202209,JP,1212215010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마,수출,760,1727
202209,JP,1212215010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마,수입,1,18
202209,US,1212215010,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마,수출,1865,7106
202209,AU,1212215010,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,다시마,수출,1240,1942
202209,CN,1212215010,E,중국,아시아.태평양 경제협력체,다시마,수출,6000,1550
202209,FR,1212215090,E,프랑스,유럽연합/경제협력개발기구,다시마,수출,20,353
202209,CY,1212215090,E,키프로스,유럽연합,다시마,수출,240,2500
202209,KH,1212215090,E,캄보디아,동남아국가연합,다시마,수출,31,319
202209,HK,1212215090,E,홍콩,아시아.태평양 경제협력체,다시마,수출,8.055,138
202209,DE,1212215090,E,독일,유럽연합/경제협력개발기구,다시마,수출,569.42,4035
202209,CA,1212215090,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마,수출,691.14,10721
202209,TH,1212215090,E,태국,동남아국가연합/아시아.태평양 경제협력체,다시마,수출,300,3329
202209,TH,1212215090,I,태국,동남아국가연합/아시아.태평양 경제협력체,다시마,수입,.752,8
202209,VN,1212215090,E,베트남,동남아국가연합,다시마,수출,4621,74092
202209,JP,1212215090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마,수출,50,1564
202209,JP,1212215090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마,수입,6.85,182
202209,PH,1212215090,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,다시마,수출,1072.02,3170
202209,NZ,1212215090,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,다시마,수출,96,1472
202209,US,1212215090,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다시마,수출,12928.779,121254
202209,BR,1212215090,E,브라질,남미공동시장,다시마,수출,80.64,1327
202209,AU,1212215090,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,다시마,수출,2751.6,23273
202209,SG,1212215090,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,다시마,수출,984.34,6347
202209,CN,1212215090,I,중국,아시아.태평양 경제협력체,다시마,수입,90.5,168
202209,GB,1212215090,E,영국,유럽연합/경제협력개발기구,다시마,수출,924.34,5186
202209,JP,1212217029,E,일본,아시아.태평양 경제협력체/경제협력개발기구,,수출,930,26598
202209,JP,1212216090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,우뭇가사리,수출,40440,261051
202209,VN,1604141031,I,베트남,동남아국가연합,버니토우,수입,18048,52156
202209,IT,1604141039,I,이탈리아,유럽연합/경제협력개발기구,버니토우,수입,8.5,55
202209,JP,1604141039,I,일본,아시아.태평양 경제협력체/경제협력개발기구,버니토우,수입,5.73,200
202209,US,1604141039,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,버니토우,수입,3.972,31
202209,VN,1604149000,I,베트남,동남아국가연합,다랭이류,수입,52640,253526
202209,JP,1604149000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다랭이류,수입,2158.78,16073
202209,US,1604149000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,다랭이류,수입,16.91,390
202209,AU,1604149000,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,다랭이류,수입,9.03,35
202209,CO,1604149000,I,콜롬비아,,다랭이류,수입,2,18
202209,CN,1604149000,I,중국,아시아.태평양 경제협력체,다랭이류,수입,.64,2
202209,ES,1604149000,I,스페인,유럽연합/경제협력개발기구,다랭이류,수입,16.4,504
202209,KH,1604151000,E,캄보디아,동남아국가연합,고등어,수출,10.8,304
202209,HK,1604151000,E,홍콩,아시아.태평양 경제협력체,고등어,수출,144,405
202209,BE,1604151000,E,벨기에,유럽연합/경제협력개발기구,고등어,수출,1152,4776
202209,MN,1604151000,E,몽골,,고등어,수출,48,183
202209,CA,1604151000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,고등어,수출,480,1620
202209,RU,1604151000,I,러시아,,고등어,수입,588,3120
202209,TH,1604151000,I,태국,동남아국가연합/아시아.태평양 경제협력체,고등어,수입,483.84,25220
202209,VN,1604151000,E,베트남,동남아국가연합,고등어,수출,114.509,566
202209,VN,1604151000,I,베트남,동남아국가연합,고등어,수입,12400,47546
202209,JP,1604151000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,고등어,수입,44.04,1201
202209,PH,1604151000,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,고등어,수출,789.14,3525
202209,NZ,1604151000,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,고등어,수출,1104,3505
202209,AE,1604151000,E,아랍에미리트,걸프협력회의,고등어,수출,183,2453
202209,US,1604151000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,고등어,수출,5856,17199
202209,US,1604151000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,고등어,수입,.62,11
202209,AU,1604151000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,고등어,수출,528,1582
202209,SG,1604151000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,고등어,수출,125,651
202209,CN,1604151000,I,중국,아시아.태평양 경제협력체,고등어,수입,7600.6,87631
202209,HK,0307511000,E,홍콩,아시아.태평양 경제협력체,낙지,수출,32,185
202209,CA,0307511000,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,낙지,수출,7.5,370
202209,TH,0307511000,I,태국,동남아국가연합/아시아.태평양 경제협력체,낙지,수입,11433,124230
202209,JP,0307511000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,낙지,수출,2565,29502
202209,US,0307511000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,낙지,수출,591.949,19345
202209,SG,0307511000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,낙지,수출,282,4744
202209,CN,0307511000,I,중국,아시아.태평양 경제협력체,낙지,수입,738671.8,12931888
202209,MY,0307511000,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,낙지,수출,40,350
202209,VN,1504101000,E,베트남,동남아국가연합,상어,수출,2,714
202209,JP,1504101000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,상어,수출,4.8,1409
202209,PH,1504109000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,간유,수입,.425,5
202209,US,1504109000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,간유,수입,.94,74
202209,NO,1504109000,E,노르웨이,경제협력개발기구/유럽자유무역연합,간유,수출,76000,249945
202209,PE,1504200000,I,페루,,지방과 기름 및 그 분획물,수입,3800,22990
202209,OM,1504200000,I,오만,걸프협력회의,지방과 기름 및 그 분획물,수입,.85,14
202209,DE,1504200000,I,독일,유럽연합/경제협력개발기구,지방과 기름 및 그 분획물,수입,.4,6
202209,CA,1504200000,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,지방과 기름 및 그 분획물,수입,.408,10
202209,TH,1504200000,E,태국,동남아국가연합/아시아.태평양 경제협력체,지방과 기름 및 그 분획물,수출,400,27351
202209,TH,1504200000,I,태국,동남아국가연합/아시아.태평양 경제협력체,지방과 기름 및 그 분획물,수입,30400,76000
202209,ID,1504200000,E,인도네시아,동남아국가연합/아시아.태평양 경제협력체,지방과 기름 및 그 분획물,수출,30400,53689
202209,VN,1504200000,I,베트남,동남아국가연합,지방과 기름 및 그 분획물,수입,1488952.285,2139057
202209,JP,1504200000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,지방과 기름 및 그 분획물,수입,2369,46507
202209,PH,1504200000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,지방과 기름 및 그 분획물,수입,27200,34408
202209,US,1504200000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,지방과 기름 및 그 분획물,수입,137506.356,279010
202209,AU,1504200000,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,지방과 기름 및 그 분획물,수입,43920,65880
202209,CN,1504200000,I,중국,아시아.태평양 경제협력체,지방과 기름 및 그 분획물,수입,60806.1,246987
202209,NO,1504200000,I,노르웨이,경제협력개발기구/유럽자유무역연합,지방과 기름 및 그 분획물,수입,.85,12
202209,GB,1504200000,I,영국,유럽연합/경제협력개발기구,지방과 기름 및 그 분획물,수입,.2,19
202209,US,1504309000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해서포유동물,수입,.31,17
202209,TH,0307512000,I,태국,동남아국가연합/아시아.태평양 경제협력체,주꾸미,수입,20372,189659
202209,US,0302740000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,뱀장어,수출,26,825
202209,US,0302210000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,넙치,수출,9149.14,211538
202209,SG,0302210000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,넙치,수출,2070.7,27058
202209,GB,0302210000,E,영국,유럽연합/경제협력개발기구,넙치,수출,279.3,6191
202209,US,0302351000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,대서양 참다랑어,수입,1171.5,44403
202209,ES,0302351000,I,스페인,유럽연합/경제협력개발기구,대서양 참다랑어,수입,10090.3,305971
202209,AE,0302420000,E,아랍에미리트,걸프협력회의,멸치,수출,155.4,1693
202209,KW,0302420000,E,쿠웨이트,걸프협력회의,멸치,수출,9,205
202209,US,0302240000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,터벗,수출,2700,105518
202209,MY,0302240000,E,말레이시아,동남아국가연합/아시아.태평양 경제협력체,터벗,수출,255,8519
202209,US,0302290000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,넙치류,수출,3648.6,55539
202209,CN,0302290000,E,중국,아시아.태평양 경제협력체,넙치류,수출,6373,15572
202209,MX,0302352000,I,멕시코,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,태평양 참다랑어,수입,869.4,20766
202209,JP,0302390000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,,수출,24035,74004
202209,RU,0304750000,I,러시아,,명태,수입,1274195.028,4436934
202209,VN,0304750000,E,베트남,동남아국가연합,명태,수출,240,1239
202209,AE,0304750000,E,아랍에미리트,걸프협력회의,명태,수출,240,1109
202209,US,0304750000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태,수출,3300.64,15767
202209,US,0304750000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,명태,수입,104275,431118
202209,AU,0304750000,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,명태,수출,240,2383
202209,CN,0304750000,E,중국,아시아.태평양 경제협력체,명태,수출,39874.752,100868
202209,CN,0304750000,I,중국,아시아.태평양 경제협력체,명태,수입,10000,35257
202209,CN,0304740000,I,중국,아시아.태평양 경제협력체,민대구,수입,21192.57,56338
202209,JP,0302550000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,명태,수입,56705,261349
202209,CA,1605629000,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,성게,수입,180,9450
202209,JP,1605629000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,성게,수입,.2,13
202209,CA,1605309000,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,바다가재,수입,2124.5,9011
202209,SA,1605409000,E,사우디아라비아,걸프협력회의,갑각류 조제품,수출,7.8,15
202209,TW,1605409000,E,대만,아시아.태평양 경제협력체,갑각류 조제품,수출,70,940
202209,TH,1605409000,I,태국,동남아국가연합/아시아.태평양 경제협력체,갑각류 조제품,수입,498.99,7117
202209,JP,1605511000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,굴,수출,14560.68,177895
202209,US,1605511000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,굴,수출,61416,558126
202209,US,1605511000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,굴,수입,32.351,719
202209,CN,1605511000,I,중국,아시아.태평양 경제협력체,굴,수입,.5,10
202209,HK,1605519000,E,홍콩,아시아.태평양 경제협력체,굴,수출,9616,223286
202209,TH,1605519000,I,태국,동남아국가연합/아시아.태평양 경제협력체,굴,수입,520.88,4136
202209,JP,1605519000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,굴,수출,58840,508378
202209,US,1605519000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,굴,수출,15240.96,132720
202209,US,1605519000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,굴,수입,1.49,25
202209,SG,1605519000,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,굴,수출,9600,230000
202209,JP,1605539000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,홍합,수출,13000,40200
202209,NZ,1605539000,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,홍합,수입,66840.4,459559
202209,US,1605539000,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,홍합,수입,.364,51
202209,CN,1605539000,I,중국,아시아.태평양 경제협력체,홍합,수입,154664,323779
202209,CL,1605539000,I,칠레,아시아.태평양 경제협력체,홍합,수입,144000,521492
202209,HK,1605542010,E,홍콩,아시아.태평양 경제협력체,오징어,수출,297.2,3302
202209,CA,1605542010,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,오징어,수출,3360,16827
202209,VN,1605542010,I,베트남,동남아국가연합,오징어,수입,45.26,200
202209,JP,1605542010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어,수입,432.33,11868
202209,NZ,1605542010,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,오징어,수출,24,448
202209,US,1605542010,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,오징어,수출,578,10192
202209,US,1605542010,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,오징어,수입,1.088,34
202209,PE,1605542091,I,페루,,조미오징어,수입,22000,110000
202209,SA,1605542091,E,사우디아라비아,걸프협력회의,조미오징어,수출,5.3,20
202209,HK,1605542091,E,홍콩,아시아.태평양 경제협력체,조미오징어,수출,300.2,6961
202209,CA,1605542091,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,조미오징어,수출,2208.36,14456
202209,TH,1605542091,E,태국,동남아국가연합/아시아.태평양 경제협력체,조미오징어,수출,1821,23086
202209,TH,1605542091,I,태국,동남아국가연합/아시아.태평양 경제협력체,조미오징어,수입,12.05,76
202209,VN,1605542091,E,베트남,동남아국가연합,조미오징어,수출,608.1,16909
202209,VN,1605542091,I,베트남,동남아국가연합,조미오징어,수입,60237.515,682093
202209,GU,1605542091,E,괌,,조미오징어,수출,342.42,3433
202209,JP,1605542091,E,일본,아시아.태평양 경제협력체/경제협력개발기구,조미오징어,수출,1750,44278
202209,JP,1605542091,I,일본,아시아.태평양 경제협력체/경제협력개발기구,조미오징어,수입,42.96,859
202209,PH,1605542091,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,조미오징어,수출,169.9,4486
202209,NZ,1605542091,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,조미오징어,수출,22.5,747
202209,AE,1605542091,E,아랍에미리트,걸프협력회의,조미오징어,수출,23.6,577
202209,US,1605542091,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,조미오징어,수출,27404.88,271686
202209,AU,1605542091,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,조미오징어,수출,2151.35,45943
202209,SG,1605542091,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,조미오징어,수출,468.917,2825
202209,CN,1605542091,E,중국,아시아.태평양 경제협력체,조미오징어,수출,20343.5,477598
202209,CN,1605542091,I,중국,아시아.태평양 경제협력체,조미오징어,수입,945066.066,3962646
202209,KW,1605542091,E,쿠웨이트,걸프협력회의,조미오징어,수출,12,451
202209,PE,1605542099,I,페루,,오징어,수입,1173038.22,7153959
202209,HK,1605542099,E,홍콩,아시아.태평양 경제협력체,오징어,수출,1277,7729
202209,TW,1605542099,E,대만,아시아.태평양 경제협력체,오징어,수출,18,345
202209,TW,1605542099,I,대만,아시아.태평양 경제협력체,오징어,수입,.84,7
202209,CA,1605542099,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,오징어,수출,1566.8,9347
202209,TH,1605542099,I,태국,동남아국가연합/아시아.태평양 경제협력체,오징어,수입,2054.217,39861
202209,ID,1605542099,E,인도네시아,동남아국가연합/아시아.태평양 경제협력체,오징어,수출,173,2094
202209,VN,1605542099,E,베트남,동남아국가연합,오징어,수출,198.3,2205
202209,VN,1605542099,I,베트남,동남아국가연합,오징어,수입,55208.176,538755
202209,JP,1605542099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어,수입,139.632,3370
202209,PH,1605542099,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,오징어,수출,47.63,1132
202209,NZ,1605542099,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,오징어,수출,539.3,6739
202209,AE,1605542099,E,아랍에미리트,걸프협력회의,오징어,수출,18.36,157
202209,US,1605542099,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,오징어,수출,29869.25,327295
202209,AU,1605542099,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,오징어,수출,3281.51,34791
202209,SG,1605542099,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,오징어,수출,3088.851,15424
202209,CN,1605542099,E,중국,아시아.태평양 경제협력체,오징어,수출,1393,4406
202209,CN,1605542099,I,중국,아시아.태평양 경제협력체,오징어,수입,677200.18,2133655
202209,CN,1605561090,I,중국,아시아.태평양 경제협력체,바지락,수입,561810.74,1526763
202209,JP,1605562090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,새조개,수출,2607,122372
202209,HK,0301190000,I,홍콩,아시아.태평양 경제협력체,,수입,24,13108
202209,TW,0301190000,I,대만,아시아.태평양 경제협력체,,수입,36,23425
202209,LK,0301190000,I,스리랑카,,,수입,126,820
202209,ID,0301190000,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,,수입,1316,29486
202209,PH,0301190000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,,수입,1303,12451
202209,CN,0301190000,I,중국,아시아.태평양 경제협력체,,수입,4,850
202209,FJ,0301190000,I,피지,,,수입,80,1016
202209,NZ,0302130000,I,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,태평양연어,수입,1426.94,28139
202209,TH,0307519000,E,태국,동남아국가연합/아시아.태평양 경제협력체,문어,수출,7,56
202209,ID,0307519000,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,문어,수입,.5,1
202209,PH,0307519000,I,필리핀,동남아국가연합/아시아.태평양 경제협력체,문어,수입,.5,25
202209,US,0307519000,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,문어,수출,472,19676
202209,VN,0307592000,I,베트남,동남아국가연합,문어,수입,20.219,165
202209,TH,0307599000,I,태국,동남아국가연합/아시아.태평양 경제협력체,문어,수입,9.552,28
202209,CL,0307599000,E,칠레,아시아.태평양 경제협력체,문어,수출,151.2,1878
202209,US,0307994900,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,,수출,108.48,2767
202209,AU,0307994900,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,,수출,162.72,3720
202209,CN,0307392000,I,중국,아시아.태평양 경제협력체,홍합,수입,1.46,6
202209,US,1212218029,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,진두발,수입,10.96,603
202209,JP,1212218031,I,일본,아시아.태평양 경제협력체/경제협력개발기구,말,수입,180,1265
202209,ID,1212219019,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,코토니 및 스피노잠,수입,428635,1355858
202209,VN,1212219091,E,베트남,동남아국가연합,해초류와,수출,210,974
202209,HK,1212219099,E,홍콩,아시아.태평양 경제협력체,해초류와,수출,3.259,56
202209,CA,1212219099,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해초류와,수입,.816,11
202209,TH,1212219099,I,태국,동남아국가연합/아시아.태평양 경제협력체,해초류와,수입,.75,7
202209,IN,1212219099,I,인도,,해초류와,수입,2,20
202209,ID,1212219099,I,인도네시아,동남아국가연합/아시아.태평양 경제협력체,해초류와,수입,284900,363636
202209,VN,1212219099,I,베트남,동남아국가연합,해초류와,수입,1750,32363
202209,JP,1212219099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와,수출,1982,41598
202209,US,1212219099,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해초류와,수출,11245.3,67506
202209,US,1212219099,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,해초류와,수입,1.39,148
202209,AU,1212219099,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,해초류와,수출,60,1101
202209,IL,1212219099,I,이스라엘,,해초류와,수입,.1,19
202209,CN,1212219099,I,중국,아시아.태평양 경제협력체,해초류와,수입,1.4,11
202209,CL,1212219099,I,칠레,아시아.태평양 경제협력체,해초류와,수입,.935,15
202209,GB,1212219099,I,영국,유럽연합/경제협력개발기구,해초류와,수입,1.25,250
202209,FR,1604191090,I,프랑스,유럽연합/경제협력개발기구,어류조제품,수입,3.5,75
202209,KH,1604191090,E,캄보디아,동남아국가연합,어류조제품,수출,23.4,628
202209,HK,1604191090,E,홍콩,아시아.태평양 경제협력체,어류조제품,수출,388.8,9028
202209,DE,1604191090,I,독일,유럽연합/경제협력개발기구,어류조제품,수입,2.23,48
202209,MN,1604191090,E,몽골,,어류조제품,수출,1125,7571
202209,RU,1604191090,I,러시아,,어류조제품,수입,1176,5544
202209,TH,1604191090,I,태국,동남아국가연합/아시아.태평양 경제협력체,어류조제품,수입,18623.04,66044
202209,VN,1604191090,I,베트남,동남아국가연합,어류조제품,수입,9.043,184
202209,JP,1604191090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어류조제품,수입,94.781,1586
202209,AE,1604191090,E,아랍에미리트,걸프협력회의,어류조제품,수출,10.8,379
202209,US,1604191090,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류조제품,수출,7.5,108
202209,US,1604191090,I,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류조제품,수입,49.029,1241
202209,AU,1604191090,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,어류조제품,수출,423,2739
202209,AU,1604191090,I,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,어류조제품,수입,1.944,27
202209,CN,1604191090,I,중국,아시아.태평양 경제협력체,어류조제품,수입,1507.72,10218
202209,HK,1604199010,E,홍콩,아시아.태평양 경제협력체,쥐치포,수출,3460.24,61991
202209,TW,1604199010,E,대만,아시아.태평양 경제협력체,쥐치포,수출,51.47,1031
202209,CA,1604199010,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,쥐치포,수출,81,1476
202209,ID,1604199010,E,인도네시아,동남아국가연합/아시아.태평양 경제협력체,쥐치포,수출,24.5,368
202209,VN,1604199010,I,베트남,동남아국가연합,쥐치포,수입,348463.7,2981617
202209,JP,1604199010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,쥐치포,수입,.22,10
202209,PH,1604199010,E,필리핀,동남아국가연합/아시아.태평양 경제협력체,쥐치포,수출,11112.8,17926
202209,NZ,1604199010,E,뉴질랜드,아시아.태평양 경제협력체/경제협력개발기구,쥐치포,수출,42,816
202209,US,1604199010,E,미국,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,쥐치포,수출,1066.2,20920
202209,AU,1604199010,E,오스트레일리아,아시아.태평양 경제협력체/경제협력개발기구,쥐치포,수출,240,4504
202209,SG,1604199010,E,싱가포르,동남아국가연합/아시아.태평양 경제협력체,쥐치포,수출,175.8,4900
202209,CN,1604199010,E,중국,아시아.태평양 경제협력체,쥐치포,수출,360,7459
202209,CN,1604199010,I,중국,아시아.태평양 경제협력체,쥐치포,수입,57003.2,543282
202209,MM,1604199090,I,미얀마,동남아국가연합,어류조제품,수입,2.038,26
202209,SA,1604199090,E,사우디아라비아,걸프협력회의,어류조제품,수출,1.7,6
202209,KH,1604199090,E,캄보디아,동남아국가연합,어류조제품,수출,8.48,430
202209,KH,1604199090,I,캄보디아,동남아국가연합,어류조제품,수입,23.922,59
202209,HK,1604199090,E,홍콩,아시아.태평양 경제협력체,어류조제품,수출,41.942,1298
202209,QA,1604199090,E,카타르,걸프협력회의,어류조제품,수출,.1,1
202209,DE,1604199090,I,독일,유럽연합/경제협력개발기구,어류조제품,수입,1.46,101
202209,TW,1604199090,I,대만,아시아.태평양 경제협력체,어류조제품,수입,17680,147010
202209,CA,1604199090,E,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류조제품,수출,1102.8,19626
202209,CA,1604199090,I,캐나다,아시아.태평양 경제협력체/경제협력개발기구/북미자유무역연합,어류조제품,수입,.67,12
202209,TH,1604199090,I,태국,동남아국가연합/아시아.태평양 경제협력체,어류조제품,수입,16387.81,130744
202209,ID,1604199090,E,인도네시아,동남아국가연합/아시아.태평양 경제협력체,어류조제품,수출,320,1784
