"가격","제조사","종류","주행거리","변속기","연료형태","색상","사고여부","연식개월","차주변경"
770,"현대","중형차",163350,"오토","LPG","흰색","N",86,1
789,"현대","중형차",123982,"오토","가솔린","검정색","N",109,3
1020,"기아","중형차",83004,"오토","가솔린","쥐색","N",96,3
490,"현대","중형차",129006,"오토","가솔린","흰색","N",80,1
1190,"현대","중형차",110600,"오토","LPG","검정색","N",49,0
1590,"현대","중형차",105000,"오토","가솔린","검정색","N",54,3
1800,"현대","중형차",50234,"오토","가솔린","쥐색","N",48,0
1250,"현대","중형차",76709,"오토","가솔린","은회색","N",79,3
560,"현대","중형차",85000,"오토","가솔린","은회색","N",148,5
2600,"기아","중형차",48019,"오토","가솔린","흰색","N",24,1
2170,"현대","중형차",49657,"오토","가솔린","흰색","N",37,0
770,"기아","중형차",142437,"오토","가솔린","검정색","N",110,6
270,"현대","중형차",187099,"오토","LPG","은색","N",181,5
329,"현대","중형차",167201,"오토","가솔린","은회색","Y",142,2
2799,"기아","중형차",29055,"오토","가솔린","흰색","N",31,0
1150,"기아","중형차",101433,"오토","LPG","검정색","N",82,2
820,"현대","중형차",125423,"오토","LPG","검정색","N",96,5
3390,"기아","중형차",14075,"오토","가솔린","흰색","N",17,3
2100,"현대","중형차",36768,"오토","LPG","쥐색","N",32,1
599,"현대","중형차",86136,"오토","가솔린","은회색","N",138,2
2790,"현대","중형차",47789,"오토","가솔린","쥐색","N",31,0
300,"현대","중형차",146972,"오토","LPG","검정색","Y",171,1
499,"현대","중형차",181776,"오토","가솔린","검정색","Y",124,5
490,"현대","중형차",144307,"오토","LPG","검정색","N",118,5
620,"현대","중형차",202624,"오토","LPG","흰색","N",85,2
800,"현대","중형차",215521,"오토","가솔린","검정색","N",99,0
380,"기아","중형차",182239,"오토","가솔린","은색","Y",144,6
940,"현대","중형차",138934,"오토","LPG","흰색","N",86,2
1050,"현대","중형차",138833,"오토","LPG","진주색","N",54,2
590,"기아","중형차",160000,"오토","가솔린","쥐색","Y",115,2
1670,"기아","중형차",72663,"오토","가솔린","흰색","N",51,3
290,"현대","중형차",164583,"수동","가솔린","쥐색","N",149,1
230,"현대","중형차",182002,"오토","LPG","은회색","Y",207,8
700,"기아","중형차",121000,"오토","가솔린","검정색","N",121,1
1999,"현대","중형차",10345,"오토","LPG","검정색","N",38,2
1180,"기아","중형차",106085,"오토","가솔린","흰색","N",87,3
1250,"현대","중형차",100674,"오토","LPG","흰색","N",81,1
1650,"현대","중형차",137464,"오토","가솔린","쥐색","N",42,0
600,"현대","중형차",150092,"오토","LPG","검정색","N",104,6
2418,"현대","중형차",38133,"오토","가솔린","은색","N",22,1
2250,"기아","중형차",35432,"오토","가솔린","은색","N",51,1
2930,"기아","중형차",17891,"오토","가솔린","진주색","N",27,1
2150,"기아","중형차",55210,"오토","디젤","청색","N",48,0
2980,"현대","중형차",5515,"오토","가솔린","검정색","N",22,0
820,"기아","중형차",151217,"오토","LPG","검정색","Y",77,1
1890,"현대","중형차",41313,"오토","가솔린","쥐색","N",48,1
670,"기아","중형차",143253,"오토","가솔린","은색","N",133,7
520,"기아","중형차",115000,"오토","가솔린","은색","N",145,9
450,"현대","중형차",66590,"수동","LPG","흰색","N",168,5
1820,"현대","중형차",40185,"오토","가솔린","검정색","N",44,1
800,"기아","중형차",70397,"오토","가솔린","흰색","N",128,1
420,"현대","중형차",103892,"오토","가솔린","검정색","N",165,2
650,"현대","중형차",57595,"오토","LPG","은회색","N",142,2
550,"현대","중형차",81639,"오토","가솔린","빨간색","N",148,1
1650,"기아","중형차",75000,"오토","가솔린","청색","N",78,3
2370,"현대","중형차",17000,"오토","가솔린","쥐색","N",38,2
499,"현대","중형차",156582,"오토","가솔린","흰색","N",136,1
2200,"현대","중형차",74000,"오토","가솔린","검정색","N",35,1
1290,"현대","중형차",61274,"오토","LPG","은색","N",61,0
295,"현대","중형차",98802,"오토","가솔린","진주색","N",193,1
570,"현대","중형차",188526,"오토","LPG","검정색","N",106,0
1179,"기아","중형차",112500,"오토","가솔린","검정색","N",108,8
490,"기아","중형차",160800,"오토","LPG","흰색","N",120,4
2410,"현대","중형차",19292,"오토","가솔린","흰색","N",34,0
500,"현대","중형차",98000,"오토","가솔린","은색","N",142,1
1599,"현대","중형차",80826,"오토","LPG","흰색","Y",45,1
1180,"현대","중형차",98920,"오토","가솔린","흰색","Y",83,4
330,"현대","중형차",190000,"오토","LPG","은색","N",160,2
1560,"현대","중형차",82002,"오토","LPG","검정색","N",38,2
1690,"현대","중형차",75089,"오토","가솔린","흰색","N",63,2
1460,"현대","중형차",55069,"오토","LPG","흰색","N",89,1
1200,"기아","중형차",74799,"오토","가솔린","흰색","Y",79,2
1250,"기아","중형차",73183,"오토","가솔린","흰색","N",94,3
2650,"현대","중형차",16812,"오토","가솔린","쥐색","N",16,0
2030,"기아","중형차",39638,"오토","가솔린","검정색","N",47,1
1369,"현대","중형차",75441,"오토","가솔린","흰색","N",95,4
1150,"기아","중형차",120535,"오토","LPG","쥐색","N",62,2
370,"현대","중형차",105715,"오토","가솔린","은색","N",176,5
640,"현대","중형차",166524,"오토","가솔린","검정색","N",117,3
720,"현대","중형차",88637,"오토","LPG","흰색","Y",92,2
2850,"기아","중형차",46821,"오토","가솔린","흰색","N",26,1
2870,"기아","중형차",36846,"오토","가솔린","검정색","N",12,1
1199,"현대","중형차",74000,"오토","가솔린","쥐색","Y",89,5
850,"기아","중형차",111811,"오토","가솔린","흰색","N",112,2
1170,"기아","중형차",125744,"오토","LPG","흰색","N",79,1
990,"기아","중형차",90255,"오토","디젤","검정색","N",83,2
1890,"현대","중형차",19268,"오토","LPG","진주색","N",49,1
1649,"현대","중형차",50200,"오토","가솔린","검정색","N",61,1
799,"현대","중형차",170562,"오토","LPG","쥐색","N",87,2
670,"기아","중형차",92924,"오토","가솔린","쥐색","N",113,1
700,"현대","중형차",117291,"오토","LPG","흰색","N",116,1
1890,"기아","중형차",55000,"오토","가솔린","흰색","Y",24,1
1499,"현대","중형차",80085,"오토","가솔린","검정색","N",55,1
2270,"현대","중형차",14638,"오토","가솔린","검정색","N",33,3
1240,"기아","중형차",145540,"오토","LPG","흰색","N",70,3
1030,"현대","중형차",136353,"오토","LPG","쥐색","N",96,3
870,"기아","중형차",96938,"오토","가솔린","흰색","N",118,0
1190,"현대","중형차",95344,"오토","LPG","흰색","Y",80,6
840,"기아","중형차",86662,"오토","가솔린","검정색","N",126,1
1199,"현대","중형차",94948,"오토","디젤","흰색","Y",84,4
490,"현대","중형차",98121,"오토","LPG","흰색","N",165,5
1850,"현대","중형차",66332,"오토","가솔린","흰색","N",47,1
1390,"기아","중형차",78597,"오토","LPG","검정색","N",42,1
420,"현대","중형차",184500,"오토","가솔린","흰색","N",111,3
580,"기아","중형차",101620,"오토","가솔린","쥐색","N",146,0
650,"기아","중형차",123336,"오토","가솔린","흰색","Y",129,1
1170,"기아","중형차",156986,"오토","가솔린","흰색","N",81,3
690,"현대","중형차",84336,"오토","LPG","쥐색","N",129,1
1190,"현대","중형차",79100,"오토","가솔린","검정색","N",80,3
990,"기아","중형차",91888,"오토","가솔린","진주색","N",85,3
1070,"현대","중형차",91740,"오토","가솔린","흰색","Y",88,2
2249,"현대","중형차",16586,"오토","가솔린","쥐색","N",35,3
590,"현대","중형차",165576,"오토","가솔린","흰색","N",140,4
2250,"현대","중형차",18983,"오토","LPG","흰색","N",36,2
1120,"기아","중형차",130367,"오토","LPG","쥐색","N",62,1
780,"현대","중형차",154179,"오토","LPG","은회색","N",84,1
440,"현대","중형차",129077,"오토","가솔린","은색","Y",152,3
599,"기아","중형차",154160,"오토","LPG","흰색","Y",114,0
850,"현대","중형차",128603,"오토","디젤","은색","N",84,1
420,"현대","중형차",102764,"수동","가솔린","은색","N",129,1
1150,"현대","중형차",70375,"오토","가솔린","흰색","Y",89,1
720,"현대","중형차",156109,"오토","디젤","쥐색","Y",77,3
1490,"기아","중형차",64325,"오토","LPG","흰색","N",46,0
450,"현대","중형차",233593,"오토","가솔린","은회색","N",118,1
850,"현대","중형차",65831,"오토","LPG","검정색","Y",103,1
790,"기아","중형차",135843,"오토","가솔린","흰색","N",138,4
340,"현대","중형차",126702,"오토","가솔린","은색","N",154,4
1710,"기아","중형차",19897,"오토","가솔린","흰색","N",75,2
480,"현대","중형차",123164,"오토","가솔린","은색","N",113,5
649,"현대","중형차",91705,"오토","LPG","검정색","N",152,9
3090,"현대","중형차",18598,"오토","가솔린","흰색","N",17,1
1350,"현대","중형차",120000,"오토","LPG","쥐색","N",49,0
1730,"기아","중형차",25723,"오토","가솔린","흰색","N",65,0
770,"현대","중형차",142920,"오토","가솔린","흰색","Y",84,0
799,"기아","중형차",137022,"오토","LPG","흰색","N",84,1
2490,"기아","중형차",15787,"오토","가솔린","검정색","N",27,1
470,"현대","중형차",136822,"오토","LPG","은색","Y",148,2
450,"현대","중형차",153263,"오토","가솔린","흰색","N",146,2
420,"기아","중형차",191900,"오토","가솔린","흰색","N",127,5
630,"기아","중형차",87399,"오토","가솔린","검정색","N",146,3
450,"현대","중형차",157164,"오토","LPG","검정색","Y",129,3
730,"현대","중형차",141789,"오토","가솔린","흰색","N",116,1
990,"기아","중형차",143910,"오토","가솔린","흰색","N",100,4
1350,"현대","중형차",117301,"오토","가솔린","검정색","N",54,1
1299,"기아","중형차",49734,"오토","LPG","검정색","N",63,2
1290,"현대","중형차",70878,"오토","LPG","흰색","N",85,2
590,"현대","중형차",136513,"오토","LPG","흰색","Y",142,4
1420,"현대","중형차",34109,"오토","가솔린","흰색","N",99,3
1880,"현대","중형차",34109,"오토","가솔린","검정색","N",42,1
1269,"현대","중형차",98000,"오토","가솔린","흰색","N",63,1
660,"현대","중형차",75223,"오토","가솔린","흰색","Y",128,4
1499,"현대","중형차",57678,"오토","가솔린","흰색","Y",73,1
1480,"기아","중형차",38483,"오토","가솔린","검정색","N",87,2
760,"기아","중형차",148588,"오토","가솔린","흰색","N",119,2
770,"현대","중형차",137623,"오토","LPG","흰색","Y",63,1
1020,"기아","중형차",108245,"오토","LPG","흰색","Y",63,1
1599,"현대","중형차",89468,"오토","가솔린","쥐색","N",63,1
1030,"기아","중형차",128000,"오토","LPG","검정색","Y",57,3
1490,"기아","중형차",68000,"오토","LPG","흰색","N",83,1
2250,"기아","중형차",54599,"오토","가솔린","흰색","N",51,3
1230,"현대","중형차",114032,"오토","LPG","흰색","N",44,2
550,"기아","중형차",193530,"오토","가솔린","검정색","N",90,3
880,"기아","중형차",79000,"오토","가솔린","흰색","N",86,2
729,"기아","중형차",132000,"오토","LPG","진주색","N",104,2
999,"현대","중형차",30659,"오토","가솔린","흰색","N",108,2
999,"기아","중형차",118799,"오토","가솔린","진주색","N",107,1
630,"현대","중형차",112000,"오토","LPG","검정색","N",113,1
1350,"현대","중형차",80843,"오토","가솔린","검정색","N",98,1
1250,"현대","중형차",116754,"오토","LPG","흰색","N",97,1
760,"현대","중형차",60816,"오토","가솔린","쥐색","N",135,1
920,"현대","중형차",122946,"오토","LPG","쥐색","N",82,4
1090,"현대","중형차",142743,"오토","LPG","흰색","N",52,2
1100,"기아","중형차",161000,"오토","가솔린","검정색","N",83,1
1180,"현대","중형차",89000,"오토","LPG","은색","N",76,1
1349,"현대","중형차",92000,"오토","가솔린","흰색","N",56,3
790,"현대","중형차",146909,"오토","가솔린","은색","N",96,6
1599,"기아","중형차",48831,"오토","가솔린","흰색","Y",39,3
2990,"현대","중형차",15059,"오토","가솔린","흰색","N",38,1
530,"현대","중형차",117764,"오토","가솔린","은색","N",144,1
488,"현대","중형차",57961,"오토","LPG","은색","N",157,0
540,"현대","중형차",178716,"오토","가솔린","검정색","N",152,3
1580,"현대","중형차",37974,"오토","가솔린","은회색","N",72,3
640,"현대","중형차",86971,"오토","가솔린","흰색","N",148,3
770,"현대","중형차",86618,"오토","가솔린","은색","N",117,1
890,"현대","중형차",206700,"오토","디젤","청색","N",80,3
1280,"현대","중형차",108384,"오토","가솔린","청색","N",98,4
630,"현대","중형차",197930,"오토","가솔린","검정색","N",89,3
2920,"현대","중형차",19132,"오토","가솔린","쥐색","N",34,2
320,"현대","중형차",217418,"오토","가솔린","검정색","Y",134,4
690,"기아","중형차",109700,"오토","가솔린","흰색","Y",129,1
760,"기아","중형차",107139,"오토","가솔린","흰색","N",116,1
1720,"기아","중형차",44746,"오토","디젤","청색","N",44,1
1500,"기아","중형차",64209,"오토","디젤","흰색","N",80,3
459,"기아","중형차",178610,"오토","가솔린","검정색","N",143,8
1190,"현대","중형차",63113,"오토","가솔린","은회색","Y",81,3
370,"기아","중형차",232079,"오토","LPG","자주색","N",120,2
1100,"현대","중형차",170264,"오토","가솔린","갈색","N",81,6
1650,"현대","중형차",80632,"오토","LPG","검정색","N",38,2
1340,"기아","중형차",90566,"오토","LPG","은색","N",52,3
520,"기아","중형차",185823,"오토","LPG","은회색","N",145,2
1390,"기아","중형차",74068,"오토","LPG","흰색","N",39,1
1450,"기아","중형차",110205,"오토","가솔린","흰색","N",80,0
799,"기아","중형차",107843,"오토","가솔린","흰색","N",140,2
2580,"기아","중형차",36918,"오토","가솔린","흰색","N",24,1
1120,"현대","중형차",128686,"오토","디젤","검정색","N",70,0
470,"현대","중형차",145814,"오토","LPG","은회색","Y",110,3
890,"현대","중형차",102787,"오토","가솔린","은색","N",101,1
2320,"현대","중형차",44255,"오토","가솔린","쥐색","N",53,1
305,"현대","중형차",195603,"오토","LPG","검정색","N",174,11
1660,"기아","중형차",43599,"오토","가솔린","청색","N",50,2
1849,"현대","중형차",29738,"오토","가솔린","흰색","N",63,2
1120,"현대","중형차",145729,"오토","LPG","청색","N",85,3
640,"기아","중형차",172577,"오토","LPG","흰색","N",103,7
1180,"기아","중형차",78000,"오토","가솔린","쥐색","N",79,1
250,"현대","중형차",215187,"오토","LPG","은색","Y",206,3
260,"현대","중형차",127722,"오토","가솔린","흰색","N",206,3
650,"기아","중형차",192781,"오토","LPG","검정색","N",104,3
1250,"기아","중형차",113024,"오토","LPG","쥐색","Y",57,2
940,"현대","중형차",163495,"오토","가솔린","은회색","N",94,4
2799,"현대","중형차",7548,"오토","가솔린","쥐색","N",14,0
209,"현대","중형차",166717,"오토","가솔린","검정색","N",179,4
1320,"현대","중형차",96457,"오토","LPG","흰색","N",42,1
560,"기아","중형차",127540,"오토","가솔린","은색","N",137,2
3100,"기아","중형차",18000,"오토","가솔린","검정색","N",17,0
1490,"현대","중형차",100534,"오토","가솔린","검정색","N",62,3
1160,"현대","중형차",97387,"오토","디젤","흰색","Y",83,4
2700,"기아","중형차",57274,"오토","가솔린","흰색","N",25,0
640,"기아","중형차",172938,"오토","LPG","흰색","N",87,2
1370,"현대","중형차",37096,"오토","LPG","쥐색","Y",49,1
2950,"기아","중형차",19623,"오토","가솔린","흰색","N",21,1
1030,"현대","중형차",168226,"오토","LPG","은색","N",42,2
699,"기아","중형차",141889,"오토","LPG","쥐색","N",128,4
2830,"기아","중형차",42654,"오토","가솔린","검정색","N",31,1
350,"현대","중형차",169783,"오토","LPG","은회색","N",137,2
850,"기아","중형차",146180,"오토","가솔린","흰색","N",142,7
520,"현대","중형차",208399,"오토","가솔린","흰색","Y",136,2
1000,"기아","중형차",134778,"오토","LPG","흰색","N",73,3
1590,"현대","중형차",55780,"오토","가솔린","은회색","N",95,2
1300,"현대","중형차",20449,"오토","LPG","은색","Y",76,1
1499,"현대","중형차",78067,"오토","LPG","은색","N",52,2
560,"기아","중형차",144241,"오토","LPG","은색","N",140,3
1070,"현대","중형차",71000,"오토","LPG","흰색","N",63,1
420,"기아","중형차",279325,"오토","LPG","은색","N",86,2
3000,"기아","중형차",11878,"오토","가솔린","흰색","N",29,2
200,"현대","중형차",219000,"오토","LPG","은색","Y",164,1
950,"기아","중형차",68997,"오토","가솔린","진주색","N",118,5
730,"기아","중형차",157781,"오토","가솔린","검정색","N",116,1
850,"기아","중형차",129955,"오토","LPG","검정색","N",101,2
1750,"현대","중형차",46733,"오토","가솔린","쥐색","N",45,1
1050,"기아","중형차",74428,"오토","가솔린","은색","N",104,1
2540,"기아","중형차",48729,"오토","가솔린","흰색","N",24,1
630,"현대","중형차",196523,"오토","LPG","흰색","N",129,2
690,"기아","중형차",89344,"오토","가솔린","은색","Y",140,1
780,"현대","중형차",50839,"오토","가솔린","은색","Y",101,2
780,"현대","중형차",154193,"오토","디젤","검정색","Y",74,4
2755,"현대","중형차",3473,"오토","가솔린","쥐색","N",4,0
1430,"기아","중형차",92854,"오토","LPG","검정색","N",51,1
750,"기아","중형차",134950,"오토","가솔린","흰색","N",129,1
310,"현대","중형차",138339,"오토","가솔린","은색","Y",175,4
599,"현대","중형차",140620,"오토","가솔린","검정색","N",134,2
420,"현대","중형차",173367,"오토","가솔린","검정색","N",147,2
1380,"현대","중형차",90000,"오토","가솔린","흰색","N",56,1
850,"기아","중형차",76880,"오토","LPG","흰색","N",141,1
580,"현대","중형차",82992,"오토","가솔린","쥐색","N",151,2
870,"기아","중형차",147858,"오토","가솔린","검정색","N",95,3
890,"현대","중형차",181499,"오토","가솔린","흰색","N",94,2
810,"기아","중형차",94367,"오토","LPG","흰색","N",106,8
3150,"기아","중형차",21680,"오토","가솔린","흰색","N",24,1
2690,"현대","중형차",29226,"오토","가솔린","흰색","N",16,1
1630,"현대","중형차",66858,"오토","가솔린","검정색","N",52,2
2030,"현대","중형차",51432,"오토","가솔린","흰색","N",38,1
630,"현대","중형차",135183,"오토","가솔린","흰색","N",136,3
1500,"현대","중형차",49570,"오토","가솔린","쥐색","N",64,3
2690,"현대","중형차",34626,"오토","가솔린","흰색","N",27,1
360,"현대","중형차",169851,"오토","가솔린","은색","N",151,3
1499,"기아","중형차",66045,"오토","디젤","흰색","N",55,1
1249,"현대","중형차",104804,"오토","LPG","흰색","N",52,1
1560,"기아","중형차",33666,"오토","LPG","흰색","N",50,1
1270,"현대","중형차",87820,"오토","가솔린","흰색","N",44,1
699,"기아","중형차",82000,"오토","가솔린","흰색","N",141,1
390,"현대","중형차",172454,"오토","LPG","흰색","Y",131,3
3080,"기아","중형차",16089,"오토","가솔린","쥐색","N",11,1
2700,"기아","중형차",58015,"오토","가솔린","쥐색","N",30,0
620,"현대","중형차",230455,"오토","LPG","은색","N",88,1
2090,"현대","중형차",26900,"오토","가솔린","쥐색","N",32,1
1620,"현대","중형차",42936,"오토","LPG","쥐색","N",53,1
1600,"현대","중형차",77198,"오토","가솔린","흰색","N",63,1
1190,"현대","중형차",162170,"오토","LPG","검정색","N",49,1
1770,"현대","중형차",45163,"오토","가솔린","갈색","N",50,3
470,"현대","중형차",114189,"오토","가솔린","은회색","N",151,2
299,"현대","중형차",266930,"오토","LPG","은색","Y",172,8
1149,"현대","중형차",109432,"오토","LPG","쥐색","N",91,4
2550,"현대","중형차",22800,"오토","가솔린","검정색","N",11,0
960,"기아","중형차",97318,"오토","가솔린","흰색","N",80,2
2030,"현대","중형차",48000,"오토","LPG","진주색","N",38,1
2830,"기아","중형차",29492,"오토","가솔린","검정색","N",31,1
1299,"현대","중형차",154000,"오토","가솔린","흰색","N",99,1
990,"기아","중형차",125100,"오토","LPG","흰색","Y",78,2
2850,"기아","중형차",13480,"오토","가솔린","쥐색","Y",15,1
1850,"현대","중형차",59477,"오토","LPG","검정색","N",38,3
1390,"현대","중형차",71847,"오토","가솔린","검정색","N",53,4
1590,"기아","중형차",81428,"오토","가솔린","흰색","N",44,1
730,"현대","중형차",109877,"오토","가솔린","흰색","N",135,2
490,"현대","중형차",184883,"오토","LPG","쥐색","N",133,1
1399,"현대","중형차",91689,"오토","가솔린","흰색","Y",50,1
1220,"현대","중형차",84886,"오토","LPG","검정색","N",71,2
2090,"기아","중형차",47114,"오토","가솔린","검정색","N",43,1
530,"기아","중형차",105612,"오토","가솔린","흰색","Y",139,1
550,"현대","중형차",130622,"오토","LPG","검정색","N",148,3
1370,"현대","중형차",117000,"오토","LPG","쥐색","N",50,1
1050,"기아","중형차",110450,"오토","LPG","흰색","N",73,2
520,"현대","중형차",140000,"오토","LPG","검정색","N",133,9
2200,"현대","중형차",32815,"오토","가솔린","흰색","Y",28,0
550,"현대","중형차",157176,"오토","가솔린","흰색","N",116,0
2680,"기아","중형차",7319,"오토","가솔린","쥐색","N",26,0
1450,"현대","중형차",97710,"오토","LPG","검정색","N",46,2
1340,"현대","중형차",131087,"오토","가솔린","흰색","N",86,6
1910,"현대","중형차",78092,"오토","LPG","흰색","N",37,1
2090,"현대","중형차",46298,"오토","LPG","쥐색","N",28,1
580,"현대","중형차",130920,"오토","가솔린","흰색","N",142,1
1850,"기아","중형차",62207,"오토","가솔린","흰색","N",72,4
599,"현대","중형차",167648,"오토","LPG","은색","N",81,2
1780,"현대","중형차",21982,"오토","가솔린","흰색","N",46,1
499,"기아","중형차",159000,"오토","가솔린","흰색","Y",138,9
280,"현대","중형차",183000,"오토","가솔린","검정색","N",182,3
630,"현대","중형차",82371,"오토","가솔린","쥐색","N",137,3
2250,"기아","중형차",34656,"오토","가솔린","검정색","N",51,0
680,"기아","중형차",102321,"오토","가솔린","흰색","N",137,1
2690,"기아","중형차",34024,"오토","가솔린","검정색","N",27,1
2030,"현대","중형차",53717,"오토","LPG","흰색","N",38,1
1050,"기아","중형차",112004,"오토","LPG","흰색","N",103,3
260,"현대","중형차",160517,"오토","가솔린","검정색","N",173,3
1550,"현대","중형차",44261,"오토","LPG","흰색","N",17,1
580,"현대","중형차",151357,"오토","LPG","검정색","N",137,4
2470,"현대","중형차",1983,"오토","가솔린","청색","N",17,0
799,"기아","중형차",116976,"오토","가솔린","흰색","N",126,3
2310,"기아","중형차",49000,"오토","가솔린","쥐색","N",26,1
750,"현대","중형차",190000,"오토","가솔린","흰색","N",98,3
2419,"기아","중형차",22202,"오토","가솔린","흰색","Y",18,1
300,"현대","중형차",184000,"오토","LPG","흰색","N",165,4
1370,"기아","중형차",100349,"오토","LPG","진주색","N",46,1
399,"현대","중형차",221000,"오토","LPG","은색","N",112,3
710,"기아","중형차",91603,"오토","가솔린","쥐색","N",144,1
720,"기아","중형차",197792,"오토","LPG","은색","N",76,2
1430,"기아","중형차",94119,"오토","가솔린","검정색","Y",72,6
780,"기아","중형차",145757,"오토","가솔린","흰색","N",121,4
1860,"현대","중형차",20984,"오토","가솔린","흰색","N",51,1
750,"현대","중형차",147270,"오토","가솔린","검정색","N",96,9
940,"현대","중형차",133097,"오토","가솔린","흰색","Y",92,3
1650,"현대","중형차",74000,"오토","가솔린","흰색","N",84,1
2590,"현대","중형차",48396,"오토","가솔린","흰색","N",30,1
1100,"기아","중형차",60223,"오토","디젤","청색","N",77,1
1080,"현대","중형차",154985,"오토","LPG","쥐색","N",41,2
970,"현대","중형차",101955,"오토","디젤","검정색","N",83,5
1140,"기아","중형차",116503,"오토","LPG","검정색","N",63,1
2330,"현대","중형차",20638,"오토","가솔린","쥐색","N",32,2
499,"현대","중형차",168778,"오토","가솔린","검정색","N",140,5
1000,"현대","중형차",45879,"오토","가솔린","흰색","N",108,1
330,"현대","중형차",127591,"오토","가솔린","은색","N",191,2
1380,"기아","중형차",130155,"오토","디젤","쥐색","N",71,3
1120,"현대","중형차",87038,"오토","LPG","흰색","N",62,1
590,"기아","중형차",166441,"오토","가솔린","흰색","N",126,4
380,"현대","중형차",205081,"오토","LPG","은색","N",128,2
680,"기아","중형차",115300,"오토","가솔린","흰색","N",122,3
790,"기아","중형차",127973,"오토","가솔린","검정색","N",114,6
1350,"기아","중형차",104534,"오토","LPG","흰색","N",40,4
420,"현대","중형차",214510,"오토","LPG","은색","Y",149,1
1390,"현대","중형차",60314,"오토","가솔린","검정색","N",74,4
790,"기아","중형차",179868,"오토","LPG","검정색","N",98,4
1550,"기아","중형차",74600,"오토","디젤","흰색","N",80,2
1350,"기아","중형차",94798,"오토","LPG","흰색","N",53,4
2790,"현대","중형차",48410,"오토","가솔린","흰색","N",31,0
1350,"현대","중형차",116179,"오토","가솔린","흰색","N",99,3
2599,"현대","중형차",48862,"오토","가솔린","흰색","N",38,0
1420,"현대","중형차",38599,"오토","가솔린","검정색","N",98,0
359,"현대","중형차",164978,"오토","가솔린","은색","N",155,1
329,"현대","중형차",121712,"오토","가솔린","은색","N",132,2
1830,"현대","중형차",74492,"오토","가솔린","쥐색","Y",33,3
650,"현대","중형차",60218,"오토","가솔린","은색","Y",144,0
1140,"현대","중형차",85620,"오토","디젤","흰색","Y",78,6
620,"현대","중형차",126827,"오토","가솔린","은색","N",132,2
1630,"현대","중형차",76200,"오토","가솔린","흰색","N",83,0
970,"현대","중형차",140073,"오토","가솔린","흰색","N",86,5
1570,"현대","중형차",43906,"오토","가솔린","검정색","N",81,1
2350,"현대","중형차",38159,"오토","가솔린","흰색","N",34,0
850,"기아","중형차",158527,"오토","LPG","흰색","N",80,2
1450,"현대","중형차",62558,"오토","가솔린","흰색","N",74,3
1760,"현대","중형차",91587,"오토","LPG","흰색","N",39,3
1220,"현대","중형차",98232,"오토","가솔린","청색","N",94,4
490,"기아","중형차",161650,"오토","LPG","은색","N",125,5
2490,"기아","중형차",18000,"오토","LPG","흰색","N",28,0
1650,"기아","중형차",46118,"오토","LPG","흰색","N",46,1
730,"기아","중형차",87656,"오토","가솔린","은색","N",129,2
1550,"현대","중형차",90898,"오토","가솔린","검정색","N",54,1
990,"현대","중형차",135244,"오토","가솔린","은색","N",80,3
870,"기아","중형차",37148,"오토","가솔린","흰색","N",118,4
1500,"기아","중형차",61000,"오토","가솔린","검정색","N",82,3
1390,"현대","중형차",60000,"오토","LPG","은색","N",54,1
2349,"현대","중형차",15700,"오토","가솔린","검정색","N",15,1
630,"현대","중형차",114946,"오토","가솔린","흰색","N",142,2
339,"현대","중형차",223904,"오토","가솔린","은색","N",145,2
1680,"기아","중형차",33155,"오토","가솔린","검정색","N",50,1
2630,"현대","중형차",4162,"오토","가솔린","흰색","N",11,1
740,"현대","중형차",104108,"오토","가솔린","검정색","N",107,4
840,"기아","중형차",93785,"오토","가솔린","검정색","N",108,5
1370,"현대","중형차",94524,"오토","가솔린","흰색","N",96,1
350,"현대","중형차",125969,"오토","가솔린","진주색","N",157,2
570,"기아","중형차",174573,"오토","가솔린","흰색","N",125,7
720,"현대","중형차",226140,"오토","LPG","진주색","N",83,1
720,"기아","중형차",126800,"오토","가솔린","흰색","N",128,6
1480,"현대","중형차",75685,"오토","가솔린","흰색","N",90,3
290,"현대","중형차",89179,"오토","가솔린","은회색","N",186,5
2970,"기아","중형차",37255,"오토","가솔린","검정색","N",26,1
1530,"현대","중형차",98825,"오토","가솔린","은회색","N",73,1
890,"기아","중형차",77284,"오토","가솔린","흰색","N",111,2
1250,"기아","중형차",92176,"오토","LPG","흰색","N",65,3
499,"현대","중형차",206772,"오토","LPG","흰색","N",148,6
2120,"현대","중형차",76150,"오토","가솔린","검정색","N",38,1
1190,"기아","중형차",85490,"오토","LPG","검정색","N",62,1
759,"기아","중형차",152994,"오토","가솔린","흰색","N",113,1
1490,"기아","중형차",99404,"오토","가솔린","흰색","N",67,0
970,"현대","중형차",110313,"오토","LPG","은색","N",84,2
1270,"현대","중형차",136092,"오토","LPG","흰색","N",50,1
2799,"기아","중형차",30190,"오토","가솔린","쥐색","N",27,0
1590,"기아","중형차",49494,"오토","LPG","흰색","N",48,1
1360,"현대","중형차",117290,"오토","가솔린","검정색","N",52,0
330,"현대","중형차",118094,"수동","LPG","검정색","N",154,2
1430,"현대","중형차",86056,"오토","가솔린","은회색","N",99,3
830,"현대","중형차",102099,"오토","가솔린","쥐색","N",120,1
2680,"현대","중형차",11427,"오토","가솔린","쥐색","N",13,1
1750,"기아","중형차",40533,"오토","LPG","흰색","N",41,2
599,"현대","중형차",169663,"오토","가솔린","쥐색","N",137,2
