"가격","제조사","종류","주행거리","변속기","연료형태","색상","사고여부","연식개월","차주변경"
1229,"현대","중형차",144240,"오토","LPG","흰색","N",51,1
1399,"현대","중형차",120440,"오토","LPG","검정색","N",63,4
2299,"현대","중형차",23861,"오토","가솔린","흰색","N",9,0
1380,"기아","중형차",114621,"오토","가솔린","흰색","N",81,1
3100,"기아","중형차",13449,"오토","가솔린","검정색","N",29,1
1690,"기아","중형차",41478,"오토","가솔린","청색","Y",83,2
410,"기아","중형차",196700,"오토","LPG","은색","Y",143,3
580,"현대","중형차",132952,"오토","LPG","은회색","N",111,1
650,"현대","중형차",104124,"오토","가솔린","흰색","N",130,4
670,"기아","중형차",157436,"오토","LPG","흰색","N",96,2
590,"기아","중형차",108000,"오토","가솔린","연금색","Y",138,2
1750,"기아","중형차",36364,"오토","가솔린","흰색","N",59,3
700,"현대","중형차",94063,"오토","가솔린","흰색","N",144,4
2799,"기아","중형차",30000,"오토","가솔린","쥐색","N",26,1
1699,"현대","중형차",30656,"오토","디젤","흰색","N",67,1
310,"기아","중형차",215480,"오토","LPG","흰색","N",144,3
530,"기아","중형차",175735,"오토","LPG","흰색","N",122,1
1560,"현대","중형차",111809,"오토","가솔린","쥐색","Y",54,1
639,"기아","중형차",201218,"오토","LPG","흰색","N",84,1
3150,"기아","중형차",9891,"오토","가솔린","쥐색","N",25,1
1699,"현대","중형차",49304,"오토","LPG","갈색","N",45,1
940,"기아","중형차",104211,"오토","디젤","검정색","N",69,3
1440,"기아","중형차",92022,"오토","가솔린","흰색","N",74,2
590,"기아","중형차",160324,"오토","가솔린","검정색","N",125,2
850,"현대","중형차",107565,"오토","가솔린","빨간색","N",101,1
480,"현대","중형차",116442,"오토","가솔린","검정색","N",131,7
2890,"기아","중형차",13337,"오토","가솔린","쥐색","N",23,3
2170,"기아","중형차",44949,"오토","가솔린","흰색","N",44,1
1190,"기아","중형차",113880,"오토","LPG","검정색","N",64,1
1650,"기아","중형차",111262,"오토","가솔린","검정색","N",38,0
630,"현대","중형차",109569,"오토","가솔린","검정색","N",126,4
2580,"현대","중형차",11400,"오토","가솔린","흰색","N",6,0
1170,"기아","중형차",90416,"오토","LPG","흰색","N",108,3
499,"기아","중형차",194479,"오토","LPG","은색","Y",90,1
470,"현대","중형차",145044,"오토","가솔린","은회색","N",150,6
790,"현대","중형차",63580,"오토","가솔린","흰색","N",127,1
860,"기아","중형차",179370,"오토","가솔린","흰색","N",107,2
1670,"기아","중형차",64400,"오토","가솔린","청색","N",83,3
659,"현대","중형차",89134,"오토","가솔린","은색","N",130,2
420,"현대","중형차",105234,"오토","가솔린","검정색","N",122,18
1190,"기아","중형차",21037,"오토","가솔린","검정색","N",94,1
450,"현대","중형차",188763,"오토","가솔린","은색","N",150,6
2850,"기아","중형차",461,"오토","가솔린","흰색","Y",3,1
3150,"기아","중형차",17559,"오토","가솔린","흰색","N",21,1
470,"현대","중형차",211450,"오토","가솔린","은색","N",123,1
1299,"현대","중형차",96993,"오토","가솔린","쥐색","N",87,4
730,"현대","중형차",69804,"오토","가솔린","흰색","N",148,3
1050,"기아","중형차",157241,"오토","디젤","청색","N",79,1
2830,"기아","중형차",32573,"오토","가솔린","검정색","N",25,0
2350,"현대","중형차",3620,"오토","가솔린","쥐색","N",12,3
2950,"기아","중형차",4859,"오토","가솔린","쥐색","N",14,0
1550,"현대","중형차",114969,"오토","LPG","쥐색","N",56,1
299,"현대","중형차",151483,"오토","가솔린","흰색","N",174,4
1270,"현대","중형차",121980,"오토","LPG","흰색","N",88,0
380,"현대","중형차",230000,"오토","LPG","은색","N",147,4
1080,"현대","중형차",107892,"오토","가솔린","쥐색","Y",82,1
730,"기아","중형차",57553,"오토","가솔린","검정색","Y",134,1
990,"기아","중형차",130519,"오토","LPG","흰색","N",67,3
1850,"현대","중형차",10440,"오토","가솔린","쥐색","N",52,1
1220,"기아","중형차",80461,"오토","가솔린","검정색","N",73,1
330,"현대","중형차",181808,"오토","LPG","은색","Y",175,2
1999,"현대","중형차",39000,"오토","가솔린","흰색","Y",38,2
950,"기아","중형차",144346,"오토","가솔린","흰색","Y",89,1
590,"현대","중형차",106440,"오토","LPG","검정색","N",138,2
1190,"현대","중형차",122000,"오토","가솔린","흰색","Y",94,2
320,"현대","중형차",116320,"오토","LPG","은색","N",191,1
2530,"기아","중형차",37028,"오토","LPG","흰색","N",26,0
1399,"현대","중형차",60751,"오토","LPG","흰색","N",63,4
679,"현대","중형차",127000,"오토","가솔린","검정색","N",105,2
439,"기아","중형차",155869,"오토","LPG","흰색","Y",129,0
450,"현대","중형차",143953,"오토","가솔린","은회색","N",152,1
599,"기아","중형차",180970,"오토","LPG","흰색","N",84,3
550,"현대","중형차",138616,"오토","가솔린","흰색","N",142,1
1469,"현대","중형차",110293,"오토","가솔린","검정색","N",48,1
1569,"기아","중형차",74744,"오토","가솔린","흰색","N",49,1
450,"현대","중형차",107657,"오토","LPG","은색","Y",134,4
1710,"기아","중형차",57251,"오토","가솔린","검정색","N",52,1
850,"기아","중형차",163146,"오토","디젤","검정색","N",72,3
775,"기아","중형차",109057,"오토","가솔린","은색","N",120,2
2690,"기아","중형차",28182,"오토","가솔린","쥐색","N",16,1
890,"기아","중형차",69307,"오토","가솔린","흰색","N",127,2
950,"기아","중형차",150294,"오토","LPG","검정색","N",57,3
2550,"현대","중형차",15617,"오토","LPG","청색","N",6,0
1270,"현대","중형차",84692,"오토","LPG","흰색","N",49,2
1200,"현대","중형차",125996,"오토","LPG","쥐색","N",90,2
420,"현대","중형차",175924,"수동","가솔린","흰색","N",140,5
1490,"기아","중형차",93506,"오토","LPG","흰색","N",51,2
2850,"현대","중형차",22345,"오토","가솔린","흰색","N",21,2
777,"현대","중형차",105616,"오토","LPG","흰색","N",124,2
2680,"기아","중형차",28254,"오토","가솔린","쥐색","Y",25,0
890,"기아","중형차",167551,"오토","가솔린","흰색","N",102,3
1570,"현대","중형차",35127,"오토","가솔린","검정색","N",95,2
980,"현대","중형차",168456,"오토","LPG","흰색","N",84,2
1079,"현대","중형차",177013,"오토","가솔린","검정색","N",88,4
450,"현대","중형차",273063,"오토","LPG","흰색","N",122,3
2890,"현대","중형차",10230,"오토","가솔린","흰색","N",28,0
1299,"현대","중형차",99626,"오토","LPG","흰색","N",94,3
1300,"현대","중형차",120273,"오토","가솔린","검정색","Y",51,2
1450,"현대","중형차",47194,"오토","가솔린","흰색","N",98,1
299,"현대","중형차",108700,"오토","가솔린","흰색","N",209,1
1180,"기아","중형차",31178,"오토","가솔린","쥐색","N",104,3
490,"기아","중형차",191468,"오토","LPG","쥐색","N",135,10
2210,"현대","중형차",60031,"오토","가솔린","흰색","N",39,1
1690,"기아","중형차",93729,"오토","가솔린","검정색","N",42,1
550,"기아","중형차",214834,"오토","LPG","흰색","N",108,5
650,"기아","중형차",128703,"오토","가솔린","흰색","N",145,3
620,"현대","중형차",86738,"오토","가솔린","흰색","N",142,6
820,"현대","중형차",126151,"오토","LPG","은색","N",99,4
949,"현대","중형차",102000,"오토","LPG","갈색","Y",63,2
2190,"현대","중형차",50804,"오토","가솔린","은회색","N",64,4
675,"기아","중형차",176172,"오토","LPG","검정색","N",123,4
750,"기아","중형차",143111,"오토","가솔린","흰색","N",136,2
570,"현대","중형차",137455,"오토","LPG","은색","N",122,2
2490,"기아","중형차",37500,"오토","가솔린","검정색","N",20,1
1380,"기아","중형차",61774,"오토","LPG","흰색","N",61,4
2070,"기아","중형차",42305,"오토","가솔린","검정색","N",49,3
2180,"현대","중형차",33362,"오토","가솔린","흰색","N",38,4
699,"현대","중형차",171435,"오토","LPG","흰색","N",81,4
1690,"기아","중형차",98361,"오토","가솔린","검정색","N",42,2
790,"기아","중형차",70643,"오토","가솔린","흰색","N",118,0
530,"현대","중형차",63000,"오토","LPG","검정색","N",169,3
1520,"기아","중형차",54573,"오토","가솔린","흰색","N",65,3
390,"현대","중형차",259865,"오토","LPG","은색","N",147,3
790,"현대","중형차",130000,"오토","LPG","쥐색","N",96,2
550,"현대","중형차",163000,"오토","가솔린","쥐색","N",152,2
1390,"현대","중형차",80400,"오토","가솔린","은회색","N",96,4
750,"기아","중형차",111111,"오토","가솔린","흰색","N",141,6
3249,"기아","중형차",17457,"오토","가솔린","검정색","N",28,0
2630,"현대","중형차",6774,"오토","가솔린","청색","N",13,1
3000,"현대","중형차",13049,"오토","가솔린","검정색","N",38,1
370,"현대","중형차",118346,"오토","가솔린","검정색","N",162,1
2899,"기아","중형차",53836,"오토","가솔린","쥐색","N",24,2
1980,"기아","중형차",67838,"오토","가솔린","청색","N",48,3
1470,"현대","중형차",86923,"오토","LPG","쥐색","N",53,3
2690,"현대","중형차",5839,"오토","가솔린","흰색","N",14,0
488,"현대","중형차",176809,"오토","LPG","흰색","N",143,5
630,"현대","중형차",138027,"오토","가솔린","검정색","N",152,3
399,"현대","중형차",176565,"오토","가솔린","쥐색","N",151,6
570,"현대","중형차",170557,"오토","가솔린","연금색","N",131,4
2280,"현대","중형차",23028,"오토","가솔린","쥐색","N",37,0
520,"현대","중형차",108769,"오토","LPG","은회색","N",144,4
360,"현대","중형차",179766,"오토","가솔린","흰색","N",162,1
760,"기아","중형차",132174,"오토","LPG","쥐색","N",90,1
470,"기아","중형차",157056,"오토","LPG","은색","N",110,2
2990,"기아","중형차",43966,"오토","가솔린","검정색","N",16,0
1450,"현대","중형차",87532,"오토","LPG","흰색","N",46,1
880,"기아","중형차",156977,"오토","LPG","검정색","N",92,6
2690,"기아","중형차",27069,"오토","가솔린","청색","N",20,0
510,"현대","중형차",143012,"오토","LPG","검정색","N",137,1
480,"기아","중형차",174153,"오토","LPG","검정색","Y",100,5
430,"현대","중형차",96235,"오토","가솔린","흰색","N",168,4
299,"현대","중형차",166453,"오토","LPG","흰색","N",188,2
2960,"기아","중형차",20000,"오토","가솔린","검정색","N",20,0
3030,"기아","중형차",25214,"오토","가솔린","쥐색","N",24,1
920,"현대","중형차",155803,"오토","LPG","진주색","N",84,2
3020,"기아","중형차",28470,"오토","가솔린","검정색","N",26,1
340,"현대","중형차",153579,"오토","가솔린","은색","N",153,5
2650,"현대","중형차",41997,"오토","가솔린","흰색","N",23,1
2220,"현대","중형차",41536,"오토","가솔린","흰색","N",25,0
1199,"기아","중형차",124568,"오토","가솔린","흰색","N",72,4
730,"현대","중형차",106143,"오토","LPG","흰색","N",130,1
2750,"현대","중형차",12786,"오토","가솔린","쥐색","N",38,1
2990,"기아","중형차",13419,"오토","가솔린","쥐색","N",25,3
899,"현대","중형차",157000,"오토","가솔린","검정색","Y",72,3
2070,"기아","중형차",15028,"오토","가솔린","흰색","N",47,0
230,"현대","중형차",122058,"오토","가솔린","은색","N",211,5
699,"기아","중형차",149326,"오토","LPG","흰색","N",145,3
2750,"기아","중형차",17732,"오토","가솔린","청색","N",29,1
250,"현대","중형차",160000,"오토","LPG","은색","N",207,2
1450,"현대","중형차",64095,"오토","가솔린","흰색","N",73,1
550,"현대","중형차",139143,"오토","가솔린","검정색","Y",130,1
370,"현대","중형차",118409,"오토","LPG","흰색","N",180,3
590,"기아","중형차",61721,"오토","가솔린","은색","N",139,1
1327,"현대","중형차",117591,"오토","가솔린","검정색","N",64,0
680,"기아","중형차",147193,"오토","가솔린","흰색","N",130,3
999,"현대","중형차",153666,"오토","LPG","쥐색","N",50,0
1250,"기아","중형차",49425,"오토","LPG","흰색","N",61,2
1980,"현대","중형차",24893,"오토","LPG","검정색","N",31,1
2380,"기아","중형차",24046,"오토","가솔린","검정색","N",15,0
750,"기아","중형차",113335,"오토","가솔린","진주색","N",144,1
1580,"현대","중형차",12357,"오토","가솔린","검정색","N",56,1
1780,"현대","중형차",68912,"오토","가솔린","검정색","N",39,2
750,"현대","중형차",171323,"오토","LPG","검정색","N",106,5
449,"현대","중형차",130997,"오토","가솔린","흰색","N",154,1
1100,"현대","중형차",119000,"오토","LPG","검정색","Y",76,4
640,"기아","중형차",175516,"오토","가솔린","은색","N",105,8
1199,"현대","중형차",100201,"오토","LPG","흰색","Y",47,2
2699,"현대","중형차",36967,"오토","가솔린","흰색","N",38,1
330,"현대","중형차",180348,"오토","가솔린","쥐색","Y",148,2
1340,"현대","중형차",78330,"오토","가솔린","쥐색","N",76,2
2190,"기아","중형차",27536,"오토","가솔린","검정색","N",50,2
2765,"기아","중형차",24665,"오토","가솔린","흰색","N",23,1
1259,"현대","중형차",118756,"오토","가솔린","흰색","N",83,5
2770,"기아","중형차",34337,"오토","가솔린","검정색","N",31,1
1050,"기아","중형차",127794,"오토","LPG","흰색","N",72,2
1350,"기아","중형차",85657,"오토","가솔린","검정색","N",58,2
2760,"기아","중형차",45300,"오토","가솔린","검정색","N",28,0
1585,"기아","중형차",95610,"오토","가솔린","검정색","N",52,1
650,"현대","중형차",94801,"오토","가솔린","청색","N",129,3
1029,"기아","중형차",106899,"오토","LPG","흰색","N",73,1
1150,"현대","중형차",127640,"오토","LPG","쥐색","Y",99,4
1400,"현대","중형차",75556,"오토","가솔린","쥐색","N",98,1
1420,"기아","중형차",62408,"오토","LPG","은색","N",47,2
2780,"기아","중형차",27678,"오토","가솔린","쥐색","N",19,3
2350,"기아","중형차",32069,"오토","가솔린","청색","N",18,0
1830,"기아","중형차",97633,"오토","가솔린","흰색","N",51,1
1480,"현대","중형차",61300,"오토","가솔린","쥐색","N",79,4
659,"현대","중형차",127589,"오토","가솔린","검정색","Y",117,2
399,"기아","중형차",191083,"오토","가솔린","은색","Y",144,3
330,"현대","중형차",217458,"오토","가솔린","흰색","N",167,7
330,"현대","중형차",228573,"오토","LPG","은색","N",146,5
