"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
"764";3.2;"2020-05-14";"현대비젼21";"도곡동";232;990;291;32.65;19
"765";24.5;"2020-05-14";"타워팰리스3차";"도곡동";480;791;1785;141.381;51
"766";25.2;"2020-05-14";"타워팰리스2차";"도곡동";813;923;2376;144.63;31
"767";15;"2020-05-15";"개포주공6단지";"개포동";1060;0;300;53.06;12
"768";15;"2020-05-15";"개포주공7단지";"개포동";900;0;400;53.06;12
"769";20;"2020-05-15";"대치현대";"대치동";630;341;711;101.6;3
"770";24;"2020-05-15";"개포우성1차";"대치동";690;178;828;84.81;14
"771";17.66;"2020-05-15";"은마";"대치동";4424;204;3021;76.79;1
"772";18.35;"2020-05-15";"은마";"대치동";4424;204;3021;76.79;3
"773";16.3;"2020-05-15";"동현";"논현동";548;174;1096;84.92;8
"774";14.4;"2020-05-15";"LH강남아이파크";"자곡동";716;150;880;84.92;3
"775";14;"2020-05-15";"경남";"도곡동";348;356;389;59.76;5
"776";8.85;"2020-05-16";"역삼엔스위트";"역삼동";24;0;34;107.3;3
"777";11.4;"2020-05-16";"쌍용플래티넘밸류";"역삼동";166;640;166;84.96;15
"778";14.75;"2020-05-16";"역삼푸르지오";"역삼동";738;283;753;59.8848;16
"779";8.7;"2020-05-16";"대청";"개포동";822;0;700;33.18;13
"780";8.7;"2020-05-16";"대치2단지";"개포동";1758;174;1758;33.18;13
"781";15.7;"2020-05-16";"개포주공5단지";"개포동";940;151;912;53.98;5
"782";14.6;"2020-05-16";"개포주공6단지";"개포동";1060;0;300;53.06;3
"783";14.6;"2020-05-16";"개포주공7단지";"개포동";900;0;400;53.06;3
"784";15.53;"2020-05-16";"청담e-편한세상3차";"청담동";49;248;58;84.97;3
"785";19.4;"2020-05-16";"쌍용플래티넘";"삼성동";88;715;216;152.25;19
"786";7.4;"2020-05-16";"삼성우정에쉐르II";"삼성동";60;548;56;59.64;4
"787";18;"2020-05-16";"영동한양1차";"압구정동";936;211;561;63.87;3
"788";36;"2020-05-16";"현대6,7차";"압구정동";1288;210;1120;157.36;5
"789";36;"2020-05-16";"현대65동(대림아크로빌)";"압구정동";56;240;89;157.36;5
"790";32;"2020-05-16";"미성1차";"압구정동";322;93;386;180.53;2
"791";10.95;"2020-05-16";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.89;6
"792";14.35;"2020-05-16";"삼성";"수서동";680;211;1020;84.97;2
"793";14.5;"2020-05-16";"매봉";"도곡동";132;386;132;84.95;15
"794";26.45;"2020-05-16";"도곡렉슬";"도곡동";3002;274;4443;120.8233;20
"795";4.19;"2020-05-16";"중명하니빌";"도곡동";111;251;59;46;4
"796";20.3;"2020-05-17";"역삼e-편한세상";"역삼동";840;282;852;84.991;6
"797";16.6;"2020-05-17";"래미안그레이튼3차";"역삼동";476;271;582;59.97;12
"798";14.45;"2020-05-17";"개포주공6단지";"개포동";1060;0;300;53.46;8
"799";14.45;"2020-05-17";"개포주공7단지";"개포동";900;0;400;53.46;8
"800";34.5;"2020-05-17";"동부센트레빌";"대치동";805;297;1824;145.83;22
"801";17.9;"2020-05-18";"역삼롯데캐슬노블";"역삼동";117;249;317;176.03;12
"802";11.9;"2020-05-18";"대청";"개포동";822;0;700;49.86;6
"803";11.9;"2020-05-18";"대치2단지";"개포동";1758;174;1758;49.86;6
"804";19.5;"2020-05-18";"은마";"대치동";4424;204;3021;76.79;7
"805";35;"2020-05-18";"현대1,2차";"압구정동";960;224;720;161.19;8
"806";23.7;"2020-05-18";"현대10차";"압구정동";144;228;187;108.15;8
"807";20;"2020-05-18";"샘터마을";"일원동";628;249;950;134.438;14
"808";17.15;"2020-05-18";"우성7차";"일원동";802;157;641;84.06;3
"809";15.05;"2020-05-18";"역삼럭키";"도곡동";1094;248;1077;84.97;2
"810";29;"2020-05-18";"도곡렉슬";"도곡동";3002;274;4443;114.9931;19
"811";7;"2020-05-19";"갤러리하우스";"역삼동";17;223;15;84.95;1
"812";4.5;"2020-05-19";"역삼골든베리힐";"역삼동";14;289;20;66.02;5
"813";23;"2020-05-19";"래미안블레스티지";"개포동";1957;249;3153;84.95;6
"814";17;"2020-05-19";"청담영풍마드레빌";"청담동";49;231;83;122.2;11
"815";19.4;"2020-05-19";"은마";"대치동";4424;204;3021;76.79;13
"816";18.85;"2020-05-19";"은마";"대치동";4424;204;3021;76.79;13
"817";18.6;"2020-05-19";"은마";"대치동";4424;204;3021;76.79;14
"818";3.65;"2020-05-19";"마일스디오빌";"논현동";260;599;200;36.29;10
"819";25;"2020-05-19";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;6
"820";11.125;"2020-05-19";"까치마을";"수서동";1404;208;1410;49.5;11
"821";9;"2020-05-19";"신동아";"수서동";1162;203;325;39.51;15
"822";16.5;"2020-05-19";"우성캐릭터199";"도곡동";199;620;902;132.94;23
"823";26;"2020-05-19";"도곡렉슬";"도곡동";3002;274;4443;119.8906;6
"824";16.5;"2020-05-20";"역삼e-편한세상";"역삼동";840;282;852;59.606;19
"825";17;"2020-05-20";"역삼e-편한세상";"역삼동";840;282;852;59.947;5
"826";13.03;"2020-05-20";"대청";"개포동";822;0;700;60;11
"827";13.03;"2020-05-20";"대치2단지";"개포동";1758;174;1758;60;11
"828";19;"2020-05-20";"청담삼성3차";"청담동";217;345;319;114.83;14
"829";16.3;"2020-05-20";"청담자이";"청담동";708;266;905;49.619;14
"830";26;"2020-05-20";"홍실";"삼성동";384;172;420;96.32;9
"831";26;"2020-05-20";"삼성롯데캐슬킹덤";"삼성동";118;234;276;170.8;2
"832";3.27;"2020-05-20";"선릉LG에클라트(B동)";"삼성동";293;700;161;36.35;13
"833";30;"2020-05-20";"래미안대치팰리스1단지";"대치동";1278;258;2478;91.91;20
"834";30;"2020-05-20";"래미안대치팰리스2단지";"대치동";330;258;601;91.91;20
"835";32.8;"2020-05-20";"현대6,7차";"압구정동";1288;210;1120;144.2;2
"836";32.8;"2020-05-20";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.2;2
"837";36;"2020-05-20";"현대6,7차";"압구정동";1288;210;1120;157.36;6
"838";36;"2020-05-20";"현대65동(대림아크로빌)";"압구정동";56;240;89;157.36;6
"839";11;"2020-05-20";"삼성사원";"일원동";80;12;80;61.35;4
"840";24.5;"2020-05-20";"래미안개포루체하임";"일원동";850;249;1301;168.78;1
"841";13.97;"2020-05-20";"매봉";"도곡동";132;386;132;84.95;5
"842";21.3;"2020-05-21";"역삼e-편한세상";"역삼동";840;282;852;84.991;7
"843";29;"2020-05-21";"타워팰리스3차";"도곡동";480;791;1785;163.702;23
"844";16.3;"2020-05-22";"역삼래미안";"역삼동";1050;276;1066;59.4;11
"845";20.1;"2020-05-22";"래미안그레이튼2차";"역삼동";464;266;626;84.87;21
"846";20.3;"2020-05-22";"역삼래미안";"역삼동";1050;276;1066;80.87;20
"847";10.2;"2020-05-22";"대청";"개포동";822;0;700;39.53;2
"848";10.2;"2020-05-22";"대치2단지";"개포동";1758;174;1758;39.53;2
"849";19.3;"2020-05-22";"은마";"대치동";4424;204;3021;76.79;10
"850";23.1;"2020-05-22";"대치아이파크";"대치동";768;274;1171;84.93;7
"851";28.5;"2020-05-22";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;5
"852";27.5;"2020-05-22";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;2
"853";28;"2020-05-22";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;3
"854";8;"2020-05-22";"논현신동아파밀리에";"논현동";644;245;684;35.73;5
"855";22;"2020-05-22";"현대3차";"압구정동";432;0;864;82.5;8
"856";14.85;"2020-05-22";"래미안강남힐즈";"자곡동";1020;159;1554;91.95;15
"857";14.85;"2020-05-22";"푸른마을";"일원동";930;249;930;84.93;5
"858";7;"2020-05-22";"양재SK허브프리모";"도곡동";176;629;261;69.18;9
"859";4.65;"2020-05-22";"도곡스타빌";"도곡동";15;249;15;53.81;3
"860";6.95;"2020-05-23";"역삼디오빌";"역삼동";457;966;338;59.505;22
"861";2.1;"2020-05-23";"대명벨리온(도시형)";"역삼동";71;248;24;17.684;3
"862";7.9;"2020-05-23";"역삼IPARK";"역삼동";541;273;914;28.246;13
"863";15.8;"2020-05-23";"역삼푸르지오";"역삼동";738;283;753;59.8848;14
"864";4.1;"2020-05-23";"대우디오빌플러스";"역삼동";168;861;289;43.99;6
"865";6.4;"2020-05-23";"역삼디오빌";"역삼동";457;966;338;59.145;9
"866";8.9;"2020-05-23";"대청";"개포동";822;0;700;33.18;4
"867";8.9;"2020-05-23";"대치2단지";"개포동";1758;174;1758;33.18;4
"868";15;"2020-05-23";"개포주공6단지";"개포동";1060;0;300;53.46;10
"869";15;"2020-05-23";"개포주공7단지";"개포동";900;0;400;53.46;10
"870";17.7;"2020-05-23";"개포주공5단지";"개포동";940;151;912;74.25;2
"871";18.5;"2020-05-23";"청담우방";"청담동";100;333;130;118.53;8
"872";22.1;"2020-05-23";"삼성힐스테이트1단지";"삼성동";1144;276;1529;84.236;20
"873";18.5;"2020-05-23";"은마";"대치동";4424;204;3021;76.79;4
"874";11.67;"2020-05-23";"강남신동아파밀리에2단지";"세곡동";410;192;457;84.97;9
"875";11.5;"2020-05-23";"강남데시앙파크";"세곡동";546;169;850;84.95;5
"876";13.2;"2020-05-23";"강남데시앙파크";"세곡동";546;169;850;114.69;8
"877";17.5;"2020-05-23";"우성7차";"일원동";802;157;641;83.69;6
"878";14.5;"2020-05-23";"푸른마을";"일원동";930;249;930;84.93;5
"879";11;"2020-05-23";"까치마을";"수서동";1404;208;1410;49.5;4
"880";19;"2020-05-23";"개포우성4차";"도곡동";459;149;0;84.6;5
"881";21.2;"2020-05-23";"래미안도곡카운티";"도곡동";397;261;510;71.85;2
"882";26.5;"2020-05-23";"도곡렉슬";"도곡동";3002;274;4443;119.8906;22
"883";13.7;"2020-05-24";"삼성롯데";"삼성동";339;337;418;59.4;13
"884";17.3;"2020-05-25";"역삼롯데캐슬노블";"역삼동";117;249;317;176.03;4
"885";4.012;"2020-05-25";"강남웅진베어스빌(도시형)";"역삼동";25;799;12;18.61;12
"886";1.8;"2020-05-25";"강남역이스턴(도시형)";"역삼동";98;687;31;14.78;10
"887";8;"2020-05-25";"유로미";"신사동";38;0;59;84.83;5
"888";8.17;"2020-05-25";"신사아이빌";"신사동";19;224;33;84.93;5
"889";47;"2020-05-25";"현대1,2차";"압구정동";960;224;720;198.41;11
"890";45.1;"2020-05-25";"현대6,7차";"압구정동";1288;210;1120;196.7;4
"891";45.1;"2020-05-25";"현대65동(대림아크로빌)";"압구정동";56;240;89;196.7;4
"892";8.35;"2020-05-25";"수서1-2단지";"일원동";720;177;529;39.98;2
"893";11.6;"2020-05-25";"푸른마을";"일원동";930;249;930;59.76;6
"894";14.6;"2020-05-25";"수서한아름";"수서동";498;249;996;97.63;12
"895";17.7;"2020-05-25";"대림아크로빌";"도곡동";490;936;1662;130.545;24
"896";25.5;"2020-05-25";"타워팰리스3차";"도곡동";480;791;1785;141.648;47
"897";23.2;"2020-05-25";"타워팰리스2차";"도곡동";813;923;2376;115.63;18
"898";5.25;"2020-05-26";"역삼트레벨";"역삼동";45;241;34;33.48;1
"899";25;"2020-05-26";"삼성힐스테이트1단지";"삼성동";1144;276;1529;114.463;17
"900";29;"2020-05-26";"래미안대치팰리스1단지";"대치동";1278;258;2478;84.99;22
"901";29;"2020-05-26";"래미안대치팰리스2단지";"대치동";330;258;601;84.99;22
"902";29.5;"2020-05-26";"논현동양파라곤";"논현동";203;264;572;180.07;6
"903";23.5;"2020-05-26";"현대8차";"압구정동";515;173;0;107.64;10
"904";25.6;"2020-05-26";"현대14차";"압구정동";388;194;371;84.98;7
"905";23;"2020-05-26";"타워팰리스2차";"도곡동";813;923;2376;156.5;36
"906";21.55;"2020-05-27";"역삼e-편한세상";"역삼동";840;282;852;84.991;16
"907";27;"2020-05-27";"역삼IPARK";"역삼동";541;273;914;144.641;13
"908";8.95;"2020-05-27";"대청";"개포동";822;0;700;33.18;8
"909";8.95;"2020-05-27";"대치2단지";"개포동";1758;174;1758;33.18;8
"910";11.5;"2020-05-27";"대청";"개포동";822;0;700;49.86;9
"911";11.5;"2020-05-27";"대치2단지";"개포동";1758;174;1758;49.86;9
"912";11.8;"2020-05-27";"대청";"개포동";822;0;700;49.86;8
"913";11.8;"2020-05-27";"대치2단지";"개포동";1758;174;1758;49.86;8
"914";27;"2020-05-27";"진흥";"청담동";375;178;375;180.67;9
"915";3.75;"2020-05-27";"선릉LG에클라트(B동)";"삼성동";293;700;161;36.35;15
"916";34;"2020-05-27";"삼성헤렌하우스2";"삼성동";33;0;49;217.86;6
"917";22.9;"2020-05-27";"대치삼성1차";"대치동";960;261;1259;97.35;7
"918";12.3;"2020-05-27";"세곡푸르지오";"세곡동";912;174;1148;74.74;15
"919";23.9;"2020-05-27";"도곡삼성래미안";"도곡동";732;291;1122;122.81;6
"920";19;"2020-05-28";"테헤란아이파크";"역삼동";411;255;589;84.641;5
"921";18.5;"2020-05-28";"현대1차";"개포동";416;179;453;95.4;11
"922";15;"2020-05-28";"청담삼성3차";"청담동";217;345;319;114.83;2
"923";39.6;"2020-05-28";"이니그마빌II";"청담동";16;268;62;230.69;3
"924";18.3;"2020-05-28";"영동한양1차";"압구정동";936;211;561;63.87;3
"925";24.5;"2020-05-28";"현대14차";"압구정동";388;194;371;84.94;13
"926";31;"2020-05-28";"현대1,2차";"압구정동";960;224;720;161.18;12
"927";7.8;"2020-05-28";"까치마을";"수서동";1404;208;1410;34.44;11
"928";23.2;"2020-05-28";"강남더샵포레스트";"수서동";400;199;840;124.5802;10
"929";15.5;"2020-05-28";"개포한신";"도곡동";620;145;930;52.73;7
"930";28.3;"2020-05-28";"타워팰리스2차";"도곡동";813;923;2376;159.44;24
"931";22;"2020-05-28";"타워팰리스1차";"도곡동";1297;919;3695;174.67;26
"932";28.3;"2020-05-28";"타워팰리스1차";"도곡동";1297;919;3695;164.97;26
"933";8.9;"2020-05-29";"명인갤러리1차";"역삼동";14;299;15;84.78;1
"934";3.7852;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;9
"935";4.4709;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;9
"936";3.7852;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;8
"937";4.4709;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;8
"938";3.7852;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;7
"939";4.4709;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;7
"940";3.7852;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;6
"941";4.4709;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;6
"942";3.7852;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;5
"943";4.4709;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;5
"944";3.6755;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;4
"945";4.3612;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;4
"946";3.5383;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;31.62;3
"947";4.224;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;38.28;3
"948";6.3086;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;57.83;10
"949";7.2687;"2020-05-29";"경인리빙텔";"역삼동";30;228;27;69.9;10
"950";17.35;"2020-05-29";"삼성청담공원";"청담동";391;271;554;107.22;8
"951";26.34;"2020-05-29";"한양3차";"압구정동";312;198;156;116.94;8
"952";14.8;"2020-05-29";"푸른마을";"일원동";930;249;930;84.93;5
"953";16.4;"2020-05-29";"역삼럭키";"도곡동";1094;248;1077;84.97;15
"954";19.35;"2020-05-29";"도곡삼성래미안";"도곡동";732;291;1122;84.76;22
"955";17.48;"2020-05-30";"역삼e-편한세상";"역삼동";840;282;852;59.606;14
"956";23;"2020-05-30";"테헤란아이파크";"역삼동";411;255;589;92.6232;2
"957";18.6;"2020-05-30";"역삼2차아이파크";"역삼동";150;273;200;84.891;3
"958";11.75;"2020-05-30";"대청";"개포동";822;0;700;49.86;10
"959";11.75;"2020-05-30";"대치2단지";"개포동";1758;174;1758;49.86;10
"960";15.4;"2020-05-30";"청담e-편한세상2차";"청담동";142;229;217;84.41;7
"961";25.7;"2020-05-30";"삼성중앙하이츠빌리지";"삼성동";298;269;520;152.98;3
"962";20.95;"2020-05-30";"삼성힐스테이트1단지";"삼성동";1144;276;1529;84.503;12
"963";28;"2020-05-30";"개포우성2차";"대치동";450;0;540;127.78;15
"964";29.4;"2020-05-30";"래미안대치팰리스1단지";"대치동";1278;258;2478;91.93;16
"965";29.4;"2020-05-30";"래미안대치팰리스2단지";"대치동";330;258;601;91.93;16
"966";5.1;"2020-05-30";"강남상가아파트";"신사동";94;387;0;63.31;4
"967";36;"2020-05-30";"현대6,7차";"압구정동";1288;210;1120;157.36;7
"968";36;"2020-05-30";"현대65동(대림아크로빌)";"압구정동";56;240;89;157.36;7
"969";8.99;"2020-05-30";"까치마을";"수서동";1404;208;1410;39.6;6
"970";9.95;"2020-05-30";"삼익";"수서동";645;224;650;49.2;11
"971";10.5;"2020-05-30";"신동아";"수서동";1162;203;325;49.96;11
"972";18.9;"2020-05-30";"대림아크로빌";"도곡동";490;936;1662;138.657;45
"973";8.95;"2020-05-30";"파크힐";"도곡동";17;287;17;88.77;5
"974";23.5;"2020-05-30";"도곡렉슬";"도곡동";3002;274;4443;84.9984;12
"975";18.3;"2020-05-30";"도곡렉슬";"도곡동";3002;274;4443;59.9818;8
"976";7.8;"2020-05-30";"양재SK허브프리모";"도곡동";176;629;261;67.57;12
"977";3.2;"2020-05-31";"역삼디오빌";"역삼동";457;966;338;30.03;10
"978";19.7;"2020-05-31";"역삼푸르지오";"역삼동";738;283;753;84.9097;2
"979";12;"2020-05-31";"대청";"개포동";822;0;700;49.86;15
"980";12;"2020-05-31";"대치2단지";"개포동";1758;174;1758;49.86;15
"981";18;"2020-05-31";"개포주공6단지";"개포동";1060;0;300;73.26;6
"982";18;"2020-05-31";"개포주공7단지";"개포동";900;0;400;73.26;6
"983";31.5;"2020-05-31";"선경1,2차";"대치동";1034;179;1661;127.75;10
"984";12.9;"2020-06-01";"대청";"개포동";822;0;700;60;2
"985";12.9;"2020-06-01";"대치2단지";"개포동";1758;174;1758;60;2
"986";13.2;"2020-06-01";"대청";"개포동";822;0;700;60;8
"987";13.2;"2020-06-01";"대치2단지";"개포동";1758;174;1758;60;8
"988";15.5;"2020-06-01";"삼성청담공원";"청담동";391;271;554;84.96;5
"989";19.5;"2020-06-01";"은마";"대치동";4424;204;3021;76.79;7
"990";23.3;"2020-06-01";"대치아이파크";"대치동";768;274;1171;84.98;20
"991";36;"2020-06-01";"동부센트레빌";"대치동";805;297;1824;145.83;19
"992";3.25;"2020-06-01";"대치대우아이빌명문가";"대치동";210;637;210;33.06;7
"993";21.8;"2020-06-01";"한양5차";"압구정동";343;192;172;100.5;7
"994";34.7;"2020-06-01";"현대1,2차";"압구정동";960;224;720;161.19;12
"995";17.9;"2020-06-01";"우성7차";"일원동";802;157;641;83.69;6
"996";11.6;"2020-06-01";"푸른마을";"일원동";930;249;930;59.76;5
"997";7.7;"2020-06-01";"까치마을";"수서동";1404;208;1410;34.44;3
"998";26.69;"2020-06-01";"도곡렉슬";"도곡동";3002;274;4443;120.8233;12
"999";16.7;"2020-06-01";"도곡아이파크1차";"도곡동";321;295;548;84.122;10
"1000";16.5;"2020-06-02";"개포주공6단지";"개포동";1060;0;300;60.13;4
"1001";16.5;"2020-06-02";"개포주공7단지";"개포동";900;0;400;60.13;4
"1002";14.5;"2020-06-02";"삼성롯데";"삼성동";339;337;418;59.4;2
"1003";22.5;"2020-06-02";"삼성힐스테이트1단지";"삼성동";1144;276;1529;84.236;11
"1004";31.5;"2020-06-02";"한보미도맨션1,2차";"대치동";2436;179;2906;161.36;3
"1005";35;"2020-06-02";"동부센트레빌";"대치동";805;297;1824;145.83;7
"1006";27.5;"2020-06-02";"한보미도맨션1,2차";"대치동";2436;179;2906;126.33;4
"1007";21.5;"2020-06-02";"한양4차";"압구정동";286;187;143;101.09;3
"1008";34.8;"2020-06-02";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;152.28;2
"1009";23.8;"2020-06-02";"현대8차";"압구정동";515;173;0;107.64;7
"1010";32.6;"2020-06-02";"현대6,7차";"압구정동";1288;210;1120;144.2;1
"1011";32.6;"2020-06-02";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.2;1
"1012";11.2;"2020-06-02";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.89;11
"1013";12.4;"2020-06-02";"강남LH1단지(e편한세상)";"세곡동";809;173;998;74.74;13
"1014";10.4;"2020-06-02";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.99;15
"1015";17.2;"2020-06-02";"샘터마을";"일원동";628;249;950;101.97;3
"1016";11.7;"2020-06-02";"푸른마을";"일원동";930;249;930;59.76;2
"1017";8.65;"2020-06-02";"까치마을";"수서동";1404;208;1410;39.6;7
"1018";11.75;"2020-06-02";"삼익";"수서동";645;224;650;60;10
"1019";26;"2020-06-02";"도곡렉슬";"도곡동";3002;274;4443;120.8233;6
"1020";15.5;"2020-06-03";"역삼래미안";"역삼동";1050;276;1066;59.53;12
"1021";7.9;"2020-06-03";"역삼IPARK";"역삼동";541;273;914;28.246;11
"1022";8.9;"2020-06-03";"대청";"개포동";822;0;700;33.18;3
"1023";8.9;"2020-06-03";"대치2단지";"개포동";1758;174;1758;33.18;3
"1024";10.1;"2020-06-03";"대청";"개포동";822;0;700;39.53;5
"1025";10.1;"2020-06-03";"대치2단지";"개포동";1758;174;1758;39.53;5
"1026";25.7;"2020-06-03";"홍실";"삼성동";384;172;420;94.26;9
"1027";40;"2020-06-03";"아이파크삼성";"삼성동";449;296;1253;145.046;36
"1028";34.2;"2020-06-03";"한보미도맨션1,2차";"대치동";2436;179;2906;161.36;14
"1029";30.1;"2020-06-03";"대치아이파크";"대치동";768;274;1171;119.58;21
"1030";18.7;"2020-06-03";"대치아이파크";"대치동";768;274;1171;59.96;18
"1031";22.3;"2020-06-03";"한보미도맨션1,2차";"대치동";2436;179;2906;84.96;9
"1032";23;"2020-06-03";"현대8차";"압구정동";515;173;0;107.64;11
"1033";10.95;"2020-06-03";"세곡푸르지오";"세곡동";912;174;1148;59.89;15
"1034";8.7;"2020-06-03";"까치마을";"수서동";1404;208;1410;39.6;11
"1035";14.3;"2020-06-03";"수서한아름";"수서동";498;249;996;97.63;3
"1036";15.7;"2020-06-03";"수서한아름";"수서동";498;249;996;129.45;2
"1037";8.68;"2020-06-03";"까치마을";"수서동";1404;208;1410;39.6;5
"1038";31.2;"2020-06-03";"타워팰리스1차";"도곡동";1297;919;3695;164.97;19
"1039";27.9;"2020-06-03";"도곡렉슬";"도곡동";3002;274;4443;114.9931;1
"1040";26.3;"2020-06-03";"도곡렉슬";"도곡동";3002;274;4443;119.8906;19
"1041";23.4;"2020-06-03";"도곡렉슬";"도곡동";3002;274;4443;84.9984;16
"1042";4.012;"2020-06-04";"강남웅진베어스빌(도시형)";"역삼동";25;799;12;18.61;14
"1043";18.9;"2020-06-04";"개포주공5단지";"개포동";940;151;912;74.25;8
"1044";24.3;"2020-06-04";"래미안블레스티지";"개포동";1957;249;3153;84.94;8
"1045";16;"2020-06-04";"한솔";"삼성동";263;0;263;85;5
"1046";12.58;"2020-06-04";"삼성한일";"삼성동";127;285;137;55.34;6
"1047";24;"2020-06-04";"대치삼성1차";"대치동";960;261;1259;108.52;8
"1048";26.2;"2020-06-04";"대치롯데캐슬리베";"대치동";144;299;270;121.0894;6
"1049";7.53;"2020-06-04";"테헤란로대우아이빌";"대치동";371;1096;180;59.83;12
"1050";23.5;"2020-06-04";"대치우성1차";"대치동";476;179;498;115.59;13
"1051";19.675;"2020-06-04";"미성2차";"압구정동";911;0;1093;74.4;10
"1052";30.5;"2020-06-04";"현대1,2차";"압구정동";960;224;720;131.48;11
"1053";16;"2020-06-04";"삼성";"수서동";680;211;1020;84.97;8
"1054";19.65;"2020-06-05";"역삼래미안";"역삼동";1050;276;1066;80.87;3
"1055";11.45;"2020-06-05";"쌍용플래티넘밸류";"역삼동";166;640;166;84.96;6
"1056";16.75;"2020-06-05";"개포주공5단지";"개포동";940;151;912;61.19;2
"1057";26.5;"2020-06-05";"래미안삼성2차";"삼성동";275;273;533;164.72;8
"1058";25.15;"2020-06-05";"대치쌍용1차";"대치동";630;169;670;128.03;15
"1059";34;"2020-06-05";"동부센트레빌";"대치동";805;297;1824;121.74;27
"1060";7.9;"2020-06-05";"테헤란로대우아이빌";"대치동";371;1096;180;59.83;26
"1061";3.89;"2020-06-05";"마일스디오빌";"논현동";260;599;200;36.29;6
"1062";13;"2020-06-05";"논현한진로즈힐";"논현동";81;222;124;84.94;4
"1063";19.7;"2020-06-05";"미성2차";"압구정동";911;0;1093;74.4;6
"1064";14.65;"2020-06-05";"래미안강남힐즈";"자곡동";1020;159;1554;91.96;2
"1065";8.5;"2020-06-05";"수서1-2단지";"일원동";720;177;529;39.98;3
"1066";16.5;"2020-06-05";"한솔마을";"일원동";570;108;1140;84.73;2
"1067";15.3;"2020-06-05";"푸른마을";"일원동";930;249;930;84.93;8
"1068";20;"2020-06-05";"도곡삼성래미안";"도곡동";732;291;1122;89.88;22
"1069";27;"2020-06-05";"래미안도곡카운티";"도곡동";397;261;510;106.39;18
"1070";2.6;"2020-06-05";"대우양재디오빌";"도곡동";155;882;123;25.89;15
"1071";3.6;"2020-06-06";"역삼한스빌";"역삼동";216;376;154;39.89;12
"1072";27;"2020-06-06";"개나리푸르지오";"역삼동";332;275;552;133.1686;24
"1073";10.5;"2020-06-06";"대청";"개포동";822;0;700;39.53;12
"1074";10.5;"2020-06-06";"대치2단지";"개포동";1758;174;1758;39.53;12
"1075";8.75;"2020-06-06";"대청";"개포동";822;0;700;33.18;4
"1076";8.75;"2020-06-06";"대치2단지";"개포동";1758;174;1758;33.18;4
"1077";8.98;"2020-06-06";"대청";"개포동";822;0;700;33.18;3
"1078";8.98;"2020-06-06";"대치2단지";"개포동";1758;174;1758;33.18;3
"1079";9.5;"2020-06-06";"대청";"개포동";822;0;700;33.18;8
"1080";9.5;"2020-06-06";"대치2단지";"개포동";1758;174;1758;33.18;8
"1081";10;"2020-06-06";"대청";"개포동";822;0;700;39.53;1
"1082";10;"2020-06-06";"대치2단지";"개포동";1758;174;1758;39.53;1
"1083";10.4;"2020-06-06";"대청";"개포동";822;0;700;39.53;9
"1084";10.4;"2020-06-06";"대치2단지";"개포동";1758;174;1758;39.53;9
"1085";15.75;"2020-06-06";"청담e-편한세상1차";"청담동";271;296;400;81.84;1
"1086";17.2;"2020-06-06";"청담자이";"청담동";708;266;905;49.639;25
"1087";18;"2020-06-06";"청담대우멤버스카운티10차";"청담동";15;240;30;147.91;2
"1088";6.74;"2020-06-06";"SM드림빌";"삼성동";16;241;12;52.79;3
"1089";23.8;"2020-06-06";"삼성힐스테이트2단지";"삼성동";926;273;1291;84.236;20
"1090";33.5;"2020-06-06";"개포우성2차";"대치동";450;0;540;127.78;12
"1091";35.75;"2020-06-06";"한보미도맨션1,2차";"대치동";2436;179;2906;159.15;10
"1092";37;"2020-06-06";"한보미도맨션1,2차";"대치동";2436;179;2906;191.07;13
"1093";21.4;"2020-06-06";"한보미도맨션1,2차";"대치동";2436;179;2906;84.48;1
"1094";8.5;"2020-06-06";"논현신동아파밀리에";"논현동";644;245;684;35.73;7
"1095";14.82;"2020-06-06";"논현동부센트레빌";"논현동";160;298;239;84.9875;1
