"date","aptName","dong","household","floorAreaRate","numParkinglot","exclusiveArea","floor","price"
2020-06-13,"래미안대치팰리스1단지","대치동",1278,258,2478,84.98,17,31
2020-06-13,"래미안대치팰리스2단지","대치동",330,258,601,84.98,17,31
2020-06-13,"대치아이파크","대치동",768,274,1171,84.95,4,23
2020-06-13,"대치아이파크","대치동",768,274,1171,119.58,8,32
2020-06-13,"개포우성1차","대치동",690,178,828,84.81,8,25.8
2020-06-13,"논현신동아파밀리에","논현동",644,245,684,35.73,4,8.15
2020-06-13,"우민","논현동",70,269,75,74.758,5,9.68
2020-06-13,"논현신동아파밀리에","논현동",644,245,684,84.52,5,14.95
2020-06-13,"미성2차","압구정동",911,0,1093,74.4,2,18.8
2020-06-13,"현대13차","압구정동",234,150,201,108.47,9,27.5
2020-06-13,"현대13차","압구정동",234,150,201,108.47,9,26.5
2020-06-13,"신현대(현대9,11,12차)","압구정동",1924,0,2800,108.88,7,26.1
2020-06-13,"한양5차","압구정동",343,192,172,100.5,4,22.3
2020-06-13,"한양3차","압구정동",312,198,156,116.94,6,26
2020-06-13,"영동한양1차","압구정동",936,211,561,78.05,6,22
2020-06-13,"강남신동아파밀리에1단지","세곡동",395,198,422,59.97,9,9.75
2020-06-13,"강남LH1단지(e편한세상)","세곡동",809,173,998,74.74,5,12.5
2020-06-13,"래미안강남힐즈","자곡동",1020,159,1554,91.96,12,15.5
2020-06-13,"푸른마을","일원동",930,249,930,84.93,15,16
2020-06-13,"푸른마을","일원동",930,249,930,84.93,5,15.95
2020-06-13,"까치마을","수서동",1404,208,1410,39.6,1,8.2
2020-06-13,"강남데시앙포레","수서동",787,165,957,59.74,7,13
2020-06-13,"신동아","수서동",1162,203,325,49.96,8,10.45
2020-06-13,"신동아","수서동",1162,203,325,49.96,14,10.925
2020-06-13,"신동아","수서동",1162,203,325,49.96,3,10.3
2020-06-13,"신동아","수서동",1162,203,325,33.18,15,8.62
2020-06-13,"신동아","수서동",1162,203,325,39.53,2,9.8
2020-06-13,"수서한아름","수서동",498,249,996,97.63,6,15.4
2020-06-13,"동익","수서동",330,199,314,84.46,5,14.985
2020-06-13,"까치마을","수서동",1404,208,1410,39.6,6,8.65
2020-06-13,"경남","도곡동",348,356,389,59.76,15,14
2020-06-13,"타워팰리스2차","도곡동",813,923,2376,114.65,7,21.9
2020-06-13,"타워팰리스2차","도곡동",813,923,2376,160.17,47,28
2020-06-13,"도곡삼성래미안","도곡동",732,291,1122,59.96,15,16.5
2020-06-13,"도곡삼성래미안","도곡동",732,291,1122,84.76,9,19.2
2020-06-13,"도곡삼성래미안","도곡동",732,291,1122,59.96,14,16.2
2020-06-13,"매봉","도곡동",132,386,132,84.95,13,14.45
2020-06-14,"현대1차","개포동",416,179,453,95.4,3,19
2020-06-14,"현대2차","개포동",558,156,800,131.83,2,25.35
2020-06-14,"상지리츠빌6차","청담동",19,290,42,168.67,1,22
2020-06-14,"청담e-편한세상2차(205동)","청담동",41,234,60,84.79,3,15
2020-06-14,"건영","청담동",240,397,418,84.595,4,18
2020-06-14,"한솔","삼성동",263,0,263,68.8,11,15
2020-06-14,"래미안삼성2차","삼성동",275,273,533,134.81,1,24.8
2020-06-14,"현대","삼성동",198,251,275,59.83,4,14.5
2020-06-14,"세영팔래스","대치동",67,237,74,84.85,5,13.7
2020-06-14,"논현한화꿈에그린2차","논현동",46,246,0,83.7,6,11.7
2020-06-14,"수서1-2단지","일원동",720,177,529,49.68,4,10.15
2020-06-14,"까치마을","수서동",1404,208,1410,39.6,3,8.78
2020-06-14,"대림","도곡동",197,251,252,84.93,3,14.9
2020-06-14,"아카데미스위트","도곡동",414,996,808,128.74,25,17.08
2020-06-14,"타워팰리스2차","도곡동",813,923,2376,115.63,39,23.2
2020-06-15,"현대까르띠에710","역삼동",137,298,340,171.944,7,25
2020-06-15,"역삼자이","역삼동",408,299,615,114.019,10,26
2020-06-15,"강남역우정에쉐르","역삼동",52,536,39,17.23,6,1.905
2020-06-15,"역삼디오빌","역삼동",457,966,338,59.505,22,6.6
2020-06-15,"대청","개포동",822,0,700,51.12,9,12
2020-06-15,"대치2단지","개포동",1758,174,1758,51.12,9,12
2020-06-15,"대청","개포동",822,0,700,39.53,7,11
2020-06-15,"대치2단지","개포동",1758,174,1758,39.53,7,11
2020-06-15,"청담파라곤Ⅱ 1단지","청담동",18,249,52,198.81,3,32.8
2020-06-15,"씨티빌","삼성동",38,0,77,157.63,10,20.3
2020-06-15,"삼성힐스테이트2단지","삼성동",926,273,1291,84.236,4,22.5
2020-06-15,"대치삼성1차","대치동",960,261,1259,97.35,10,20.57
2020-06-15,"은마","대치동",4424,204,3021,84.43,4,22
2020-06-15,"은마","대치동",4424,204,3021,84.43,9,22.15
2020-06-15,"은마","대치동",4424,204,3021,84.43,5,21.6
2020-06-15,"은마","대치동",4424,204,3021,84.43,2,20.7
2020-06-15,"강남상가아파트","신사동",94,387,0,143.01,5,11.2
2020-06-15,"거평프리젠","논현동",113,332,72,39.035,5,4.2
2020-06-15,"영동한양1차","압구정동",936,211,561,63.87,9,20.5
2020-06-15,"한양5차","압구정동",343,192,172,100.5,13,23
2020-06-15,"영동한양1차","압구정동",936,211,561,63.87,10,20.2
2020-06-15,"강남데시앙파크","세곡동",546,169,850,84.95,1,10.5
2020-06-15,"강남LH1단지(e편한세상)","세곡동",809,173,998,59.99,9,11.1
2020-06-15,"세곡푸르지오","세곡동",912,174,1148,84.84,7,13.2
2020-06-15,"래미안강남힐즈","자곡동",1020,159,1554,91.96,9,14.8
2020-06-15,"까치마을","수서동",1404,208,1410,49.5,6,11.5
2020-06-15,"강남데시앙포레","수서동",787,165,957,84.92,1,13.85
2020-06-15,"대림아크로빌","도곡동",490,936,1662,172.464,17,22
2020-06-15,"도곡렉슬","도곡동",3002,274,4443,59.9772,19,16.3
2020-06-15,"타워팰리스1차","도곡동",1297,919,3695,120.78,24,22.5
2020-06-15,"타워팰리스1차","도곡동",1297,919,3695,174.67,11,34.8
2020-06-16,"대우디오빌플러스","역삼동",168,861,289,34.41,4,3.15
2020-06-16,"역삼자이","역삼동",408,299,615,84.993,14,23
2020-06-16,"테헤란아이파크","역삼동",411,255,589,70.8391,22,21
2020-06-16,"래미안그레이튼2차","역삼동",464,266,626,84.87,16,22.3
2020-06-16,"역삼푸르지오","역삼동",738,283,753,59.8848,14,17
2020-06-16,"대청","개포동",822,0,700,39.53,4,11
2020-06-16,"대치2단지","개포동",1758,174,1758,39.53,4,11
2020-06-16,"개포주공6단지","개포동",1060,0,300,83.21,2,20.5
2020-06-16,"개포주공7단지","개포동",900,0,400,83.21,2,20.5
2020-06-16,"대청","개포동",822,0,700,51.12,4,13
2020-06-16,"대치2단지","개포동",1758,174,1758,51.12,4,13
2020-06-16,"청담삼성3차","청담동",217,345,319,59.99,13,14.8
2020-06-16,"청담자이","청담동",708,266,905,82.365,7,24.6
2020-06-16,"청담자이","청담동",708,266,905,49.619,10,17.6
2020-06-16,"흥화(청담매스터빌)","청담동",19,249,38,206.85,8,26
2020-06-16,"삼성롯데","삼성동",339,337,418,91.77,3,18.5
2020-06-16,"삼성힐스테이트1단지","삼성동",1144,276,1529,31.402,13,11.55
2020-06-16,"삼성힐스테이트2단지","삼성동",926,273,1291,38.671,19,12.8
2020-06-16,"홍실","삼성동",384,172,420,96.32,11,25.9
2020-06-16,"대치현대","대치동",630,341,711,59.82,9,14.9
2020-06-16,"래미안대치팰리스1단지","대치동",1278,258,2478,94.49,3,31
2020-06-16,"래미안대치팰리스2단지","대치동",330,258,601,94.49,3,31
2020-06-16,"대치한신휴플러스","대치동",66,248,74,84.99,6,16
2020-06-16,"은마","대치동",4424,204,3021,84.43,8,19.1
2020-06-16,"은마","대치동",4424,204,3021,76.79,4,17.95
2020-06-16,"대치효성","대치동",83,296,125,59.84,4,13.1
2020-06-16,"대치현대","대치동",630,341,711,85,8,20.5
2020-06-16,"쌍용","논현동",111,333,105,84.87,7,11.95
2020-06-16,"논현두산위브1단지","논현동",130,226,174,84.993,7,15.95
2020-06-16,"논현두산위브1단지","논현동",130,226,174,84.993,10,16.4
2020-06-16,"신현대(현대9,11,12차)","압구정동",1924,0,2800,108.88,8,25
2020-06-16,"세곡리엔파크3단지","세곡동",363,160,407,84.96,4,10.5
2020-06-16,"세곡푸르지오","세곡동",912,174,1148,59.89,10,11.2
2020-06-16,"세곡푸르지오","세곡동",912,174,1148,84.83,12,13.45
2020-06-16,"강남신동아파밀리에1단지","세곡동",395,198,422,59.97,12,10
2020-06-16,"래미안강남힐즈","자곡동",1020,159,1554,101.94,6,15.8
2020-06-16,"상록수","일원동",740,109,962,84.95,3,17.5
2020-06-16,"래미안개포루체하임","일원동",850,249,1301,121.71,24,28.3
2020-06-16,"푸른마을","일원동",930,249,930,59.76,12,13.2
2020-06-16,"상록수","일원동",740,109,962,74.54,3,16.8
2020-06-16,"까치마을","수서동",1404,208,1410,49.5,2,11
2020-06-16,"수서한아름","수서동",498,249,996,129.45,10,17.25
2020-06-16,"동익","수서동",330,199,314,84.46,11,15
2020-06-16,"까치마을","수서동",1404,208,1410,49.5,4,11.5
2020-06-16,"개포럭키","도곡동",128,187,130,79.89,5,15.95
2020-06-16,"래미안도곡카운티","도곡동",397,261,510,106.78,7,27
2020-06-16,"도곡쌍용예가","도곡동",384,298,418,107.53,8,18.8
2020-06-16,"도곡렉슬","도곡동",3002,274,4443,59.9818,15,18.45
2020-06-16,"타워팰리스1차","도곡동",1297,919,3695,164.97,41,31.5
2020-06-16,"타워팰리스1차","도곡동",1297,919,3695,164.97,36,32
2020-06-16,"현대비젼21","도곡동",232,990,291,32.65,22,3.6
2020-06-16,"도곡한신","도곡동",421,212,0,58.46,6,14.2
2020-06-16,"도곡한신","도곡동",421,212,0,117.57,4,19.3
2020-06-16,"도곡한신","도곡동",421,212,0,84.74,5,17.5
2020-06-17,"역삼디오빌","역삼동",457,966,338,36.96,20,4.4
2020-06-17,"역삼래미안","역삼동",1050,276,1066,59.4,6,17
2020-06-17,"역삼래미안","역삼동",1050,276,1066,59.4,3,17
2020-06-17,"개포주공6단지","개포동",1060,0,300,73.02,8,19.3
2020-06-17,"개포주공7단지","개포동",900,0,400,73.02,8,19.3
2020-06-17,"래미안블레스티지","개포동",1957,249,3153,84.943,19,26
2020-06-17,"삼성청담공원","청담동",391,271,554,59.93,8,13.75
2020-06-17,"청담어퍼하우스","청담동",18,199,76,200.38,5,55.8
2020-06-17,"우성","청담동",25,192,0,74.72,6,10.9
2020-06-17,"한솔","삼성동",263,0,263,58.57,11,13.4
2020-06-17,"삼성힐스테이트1단지","삼성동",1144,276,1529,84.419,5,20.65
2020-06-17,"삼성힐스테이트1단지","삼성동",1144,276,1529,84.419,3,20.25
2020-06-17,"삼성힐스테이트2단지","삼성동",926,273,1291,84.236,1,21
2020-06-17,"롯데캐슬프레미어","삼성동",713,269,1335,121.931,21,27.5
2020-06-17,"삼성중앙하이츠빌리지","삼성동",298,269,520,152.98,5,28
2020-06-17,"대치현대","대치동",630,341,711,59.82,5,15.05
2020-06-17,"대치SK뷰","대치동",239,247,421,84.3865,19,27
2020-06-17,"테헤란로대우아이빌","대치동",371,1096,180,59.83,9,7.29
2020-06-17,"은마","대치동",4424,204,3021,76.79,6,19
2020-06-17,"대치효성","대치동",83,296,125,59.84,8,14
2020-06-17,"대치현대","대치동",630,341,711,101.6,21,22.9
2020-06-17,"거평프리젠","논현동",113,332,72,39.035,6,4.05
2020-06-17,"강남LH1단지(e편한세상)","세곡동",809,173,998,59.89,8,10.9
2020-06-17,"강남LH1단지(e편한세상)","세곡동",809,173,998,59.99,6,10.99
2020-06-17,"래미안개포루체하임","일원동",850,249,1301,84.97,14,23.9
2020-06-17,"까치마을","수서동",1404,208,1410,39.6,12,8.98
2020-06-17,"신동아","수서동",1162,203,325,49.96,11,10.7
2020-06-18,"역삼트레벨","역삼동",45,241,34,33.48,1,4
2020-06-18,"래미안그레이튼2차","역삼동",464,266,626,84.87,3,21.8
2020-06-18,"래미안펜타빌","역삼동",288,273,665,158.58,3,27
2020-06-18,"개나리래미안","역삼동",438,273,788,84.93,11,23
2020-06-18,"우성6차","개포동",270,106,270,79.97,4,16.275
2020-06-18,"현대2차","개포동",558,156,800,165.08,5,27.4
2020-06-18,"현대1차","개포동",416,179,453,177.19,12,27.5
2020-06-18,"삼성청담공원","청담동",391,271,554,107.22,10,17.7
2020-06-18,"청담아이파크","청담동",108,423,143,110.18,17,23
2020-06-18,"청담자이","청담동",708,266,905,49.618,34,18
2020-06-18,"청담e-편한세상2차","청담동",142,229,217,112.5,6,18.5
2020-06-18,"청담e-편한세상1차","청담동",271,296,400,81.84,3,17
2020-06-18,"선릉LG에클라트(B동)","삼성동",293,700,161,36.35,10,3.75
2020-06-18,"삼성센트럴아이파크","삼성동",416,299,743,84.99,24,28.1
2020-06-18,"삼성헤렌하우스2","삼성동",33,0,49,169.28,2,32.8
2020-06-18,"삼성힐스테이트2단지","삼성동",926,273,1291,84.236,2,22.3
2020-06-18,"롯데캐슬프레미어","삼성동",713,269,1335,213.435,9,21.6
2020-06-18,"래미안삼성1차(301,302,303동)","삼성동",133,227,231,114.17,2,19
2020-06-18,"대치삼성1차","대치동",960,261,1259,97.35,3,23
2020-06-18,"대치아이파크","대치동",768,274,1171,59.96,3,19.5
2020-06-18,"롯데캐슬","대치동",142,315,246,107.91,2,19.95
2020-06-18,"현대빌라트","압구정동",19,237,31,181.81,5,36.5
2020-06-18,"세곡푸르지오","세곡동",912,174,1148,84.95,7,13.5
2020-06-18,"강남LH1단지(e편한세상)","세곡동",809,173,998,84.84,13,14
2020-06-18,"래미안강남힐즈","자곡동",1020,159,1554,101.95,8,16.8
2020-06-18,"수서1-2단지","일원동",720,177,529,59.94,5,11
2020-06-18,"타워팰리스1차","도곡동",1297,919,3695,164.95,23,32
2020-06-19,"휴먼터치빌","역삼동",160,477,127,35.88,10,2.9
2020-06-19,"역삼자이","역삼동",408,299,615,84.993,12,22.8
2020-06-19,"역삼IPARK","역삼동",541,273,914,28.246,12,8
2020-06-19,"삼성청담공원","청담동",391,271,554,107.22,7,18
2020-06-19,"청담어퍼하우스","청담동",18,199,76,200.38,2,47
2020-06-19,"청담파라곤Ⅱ 1단지","청담동",18,249,52,187.8,2,24.5
2020-06-19,"청담현대3차","청담동",317,324,421,85,6,18
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,10,10.65
2020-06-19,"래미안삼성1차(501~504동)","삼성동",112,213,240,84.95,10,20.35
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,9,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,9,10.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,9,10.65
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,8,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,8,7.3
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,8,10.3
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,8,10.45
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,7,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,7,7.2
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,7,10.3
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,7,10.65
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,6,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,6,10.3
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,6,10.65
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,5,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,5,10.6
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,5,10.65
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,4,7
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,4,7.1
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,4,10.3
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,4,10.35
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,3,7
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,3,9.8
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,3,9.85
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,2,6.7
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,2,6.9
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,2,9.7
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,2,9.75
2020-06-19,"삼성월드타워","삼성동",46,333,48,83.849,14,10.55
2020-06-19,"삼성월드타워","삼성동",46,333,48,83.849,14,10.35
2020-06-19,"삼성월드타워","삼성동",46,333,48,83.849,13,10.35
2020-06-19,"삼성월드타워","삼성동",46,333,48,83.849,13,10.55
2020-06-19,"삼성월드타워","삼성동",46,333,48,83.849,12,13
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,11,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,11,10.6
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.725,11,10.65
2020-06-19,"삼성월드타워","삼성동",46,333,48,58.776,10,7.4
2020-06-19,"삼성월드타워","삼성동",46,333,48,84.202,10,10.6
2020-06-19,"대치현대","대치동",630,341,711,85,22,18.93
2020-06-19,"대치SK뷰","대치동",239,247,421,93.4823,9,29.3
2020-06-19,"래미안대치팰리스1단지","대치동",1278,258,2478,84.97,6,28.5
2020-06-19,"래미안대치팰리스2단지","대치동",330,258,601,84.97,6,28.5
2020-06-19,"롯데캐슬","대치동",142,315,246,105.18,2,20.2
2020-06-19,"은마","대치동",4424,204,3021,76.79,7,19
2020-06-19,"은마","대치동",4424,204,3021,84.43,6,21.1
2020-06-19,"은마","대치동",4424,204,3021,76.79,13,19.2
2020-06-19,"개포우성2차","대치동",450,0,540,127.78,9,35.7
2020-06-19,"대원칸타빌","신사동",130,293,170,59.73,11,10
2020-06-19,"한양8차","압구정동",90,195,108,210.1,14,47.5
2020-06-19,"현대4차","압구정동",170,124,420,117.9,4,36
2020-06-19,"까치마을","수서동",1404,208,1410,34.44,2,8.1
2020-06-19,"강남더샵포레스트","수서동",400,199,840,124.5792,6,23.25
2020-06-19,"역삼럭키","도곡동",1094,248,1077,124.1,12,21.9
2020-06-20,"역삼래미안","역삼동",1050,276,1066,59.4,9,17.2
2020-06-20,"역삼자이","역삼동",408,299,615,59.9977,28,18
2020-06-20,"래미안펜타빌","역삼동",288,273,665,158.58,24,27.5
2020-06-20,"역삼롯데캐슬노블","역삼동",117,249,317,176.03,5,17.4
2020-06-20,"개나리푸르지오","역삼동",332,275,552,148.8017,21,29.5
2020-06-20,"역삼e-편한세상","역삼동",840,282,852,59.606,7,18.5
2020-06-20,"대청","개포동",822,0,700,49.86,13,13
2020-06-20,"대치2단지","개포동",1758,174,1758,49.86,13,13
2020-06-20,"현대1차","개포동",416,179,453,177.19,7,27.2
2020-06-20,"우성6차","개포동",270,106,270,79.97,5,16
2020-06-20,"청담e-편한세상1차","청담동",271,296,400,113.57,1,19
2020-06-20,"라테라스청담(도시형)","청담동",88,358,53,35.31,4,7.5
2020-06-20,"청담린든그로브","청담동",114,193,220,84.9979,3,21.7
2020-06-20,"쌍용플래티넘","삼성동",88,715,216,156.97,5,19.3
2020-06-20,"삼성라테라스","삼성동",18,249,62,182.21,11,47
2020-06-20,"삼성힐스테이트1단지","삼성동",1144,276,1529,84.349,3,22
2020-06-20,"삼성힐스테이트2단지","삼성동",926,273,1291,84.679,13,23.4
2020-06-20,"삼성힐스테이트2단지","삼성동",926,273,1291,84.236,18,24
2020-06-20,"래미안삼성1차(101동)","삼성동",77,211,106,84.99,6,20
2020-06-20,"삼성중앙하이츠빌리지","삼성동",298,269,520,152.98,15,27
2020-06-20,"대치삼성1차","대치동",960,261,1259,59.88,15,17
2020-06-20,"래미안대치팰리스1단지","대치동",1278,258,2478,59.99,12,25
2020-06-20,"래미안대치팰리스2단지","대치동",330,258,601,59.99,12,25
2020-06-20,"래미안대치팰리스1단지","대치동",1278,258,2478,94.49,4,32.7
2020-06-20,"래미안대치팰리스2단지","대치동",330,258,601,94.49,4,32.7
2020-06-20,"래미안대치하이스턴","대치동",354,347,461,110.39,2,23.2
2020-06-20,"래미안대치하이스턴","대치동",354,347,461,110.39,10,25.5
2020-06-20,"동부센트레빌","대치동",805,297,1824,145.83,5,36
2020-06-20,"동부센트레빌","대치동",805,297,1824,121.74,26,35
2020-06-20,"동부센트레빌","대치동",805,297,1824,121.74,18,34
2020-06-20,"한보미도맨션1,2차","대치동",2436,179,2906,84.96,5,22
2020-06-20,"한보미도맨션1,2차","대치동",2436,179,2906,84.96,3,22.5
2020-06-20,"개포우성1차","대치동",690,178,828,84.81,9,25.4
2020-06-20,"은마","대치동",4424,204,3021,84.43,10,21.5
2020-06-20,"은마","대치동",4424,204,3021,84.43,8,21.3
2020-06-20,"은마","대치동",4424,204,3021,84.43,9,21.2
2020-06-20,"은마","대치동",4424,204,3021,76.79,4,18.5
2020-06-20,"세영팔래스","대치동",67,237,74,84.85,13,13.95
2020-06-20,"논현신동아파밀리에","논현동",644,245,684,35.73,2,8.1
2020-06-20,"논현브라운스톤로얄스위트","논현동",19,202,43,244.2,4,21.5
2020-06-20,"우민","논현동",70,269,75,74.758,4,9.5
2020-06-20,"동현","논현동",548,174,1096,84.92,14,16.8
2020-06-20,"동현","논현동",548,174,1096,119.67,11,18.6
2020-06-20,"현대8차","압구정동",515,173,0,111.5,12,22.5
2020-06-20,"세곡푸르지오","세곡동",912,174,1148,84.84,12,13.7
2020-06-20,"세곡푸르지오","세곡동",912,174,1148,59.89,6,11
2020-06-20,"LH강남아이파크","자곡동",716,150,880,84.92,7,14.8
2020-06-20,"수서1-2단지","일원동",720,177,529,39.98,5,8.5
2020-06-20,"래미안개포루체하임","일원동",850,249,1301,84.97,12,24
2020-06-20,"한솔마을","일원동",570,108,1140,84.73,5,16.45
2020-06-20,"까치마을","수서동",1404,208,1410,39.6,7,9.1
2020-06-20,"신동아","수서동",1162,203,325,39.53,9,10.1
2020-06-21,"삼환","청담동",184,264,185,84.97,5,15.8
2020-06-21,"청담e-편한세상2차","청담동",142,229,217,102.26,3,17.3
2020-06-21,"한신오페라하우스2차","청담동",42,242,83,120.22,7,17.5
2020-06-21,"연세2차","청담동",13,399,16,125.64,6,19.9
2020-06-21,"삼성롯데","삼성동",339,337,418,78.27,1,16.5
2020-06-21,"삼성힐스테이트2단지","삼성동",926,273,1291,84.236,12,24.5
2020-06-21,"롯데캐슬프레미어","삼성동",713,269,1335,84.465,1,20.3
2020-06-21,"서광","삼성동",304,366,304,59.67,20,15.1
2020-06-21,"선경1,2차","대치동",1034,179,1661,84.35,10,26.65
2020-06-21,"래미안대치팰리스1단지","대치동",1278,258,2478,94.49,8,33.5
2020-06-21,"래미안대치팰리스2단지","대치동",330,258,601,94.49,8,33.5
2020-06-21,"래미안대치팰리스1단지","대치동",1278,258,2478,84.99,2,30
2020-06-21,"래미안대치팰리스2단지","대치동",330,258,601,84.99,2,30
2020-06-21,"래미안대치하이스턴","대치동",354,347,461,110.39,7,28
2020-06-21,"대치아이파크","대치동",768,274,1171,84.93,8,25.5
2020-06-21,"대치아이파크","대치동",768,274,1171,84.93,12,24.2
2020-06-21,"대치롯데캐슬리베","대치동",144,299,270,121.0894,7,27.5
2020-06-21,"개포우성1차","대치동",690,178,828,127.61,3,33.4
2020-06-21,"롯데캐슬","대치동",142,315,246,105.18,7,20.5
2020-06-21,"세곡푸르지오","세곡동",912,174,1148,59.89,5,11.1
2020-06-22,"역삼롯데캐슬노블","역삼동",117,249,317,176.03,8,18.3
2020-06-22,"대청","개포동",822,0,700,49.86,6,13.3
2020-06-22,"대치2단지","개포동",1758,174,1758,49.86,6,13.3
2020-06-22,"우성6차","개포동",270,106,270,79.97,2,15
2020-06-22,"삼성청담공원","청담동",391,271,554,107.22,12,17.8
2020-06-22,"청담래미안로이뷰","청담동",177,370,216,110.2,11,24.3
2020-06-22,"청담자이","청담동",708,266,905,49.619,33,17.4
2020-06-22,"청담자이","청담동",708,266,905,49.618,30,18
2020-06-22,"이니그마빌Ⅰ","청담동",14,265,53,244.91,7,36
2020-06-22,"한솔","삼성동",263,0,263,85,3,16.2
2020-06-22,"삼성힐스테이트1단지","삼성동",1144,276,1529,84.236,8,23.08
2020-06-22,"삼성힐스테이트2단지","삼성동",926,273,1291,84.349,6,24.1
2020-06-22,"롯데캐슬프레미어","삼성동",713,269,1335,84.465,16,23.2
2020-06-22,"롯데캐슬프레미어","삼성동",713,269,1335,101.81,15,24.5
2020-06-22,"삼성벽산블루밍","삼성동",26,0,46,114.08,5,14.99
2020-06-22,"래미안삼성1차(501~504동)","삼성동",112,213,240,181.51,6,28
2020-06-22,"삼성이안애빌","삼성동",19,224,31,106.89,3,13.95
2020-06-22,"삼성대우멤버스카운티2차","삼성동",17,244,33,145.73,4,16.9
2020-06-22,"선릉LG에클라트(A동)","삼성동",125,341,88,36.16,2,3.49
2020-06-22,"쌍용플래티넘","삼성동",88,715,216,154.77,9,20.5
2020-06-22,"홍실","삼성동",384,172,420,96.32,8,24.2
2020-06-22,"대치현대","대치동",630,341,711,85,18,20
2020-06-22,"래미안대치팰리스1단지","대치동",1278,258,2478,91.91,28,29.9
2020-06-22,"래미안대치팰리스2단지","대치동",330,258,601,91.91,28,29.9
2020-06-22,"래미안대치팰리스1단지","대치동",1278,258,2478,91.89,16,29
2020-06-22,"래미안대치팰리스2단지","대치동",330,258,601,91.89,16,29
2020-06-22,"래미안대치팰리스1단지","대치동",1278,258,2478,91.93,6,30.8
