"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
23.3;"2021-06-07";"대치우성아파트1동,2동,3동,5동,6동,7동";"대치동";476;179;498;84.69;8
17;"2021-06-07";"대치현대";"대치동";630;341;711;59.82;13
18.5;"2021-06-07";"동부센트레빌";"역삼동";206;350;208;59.97;9
33;"2021-06-07";"삼성동중앙하이츠빌리지";"삼성동";298;269;520;152.98;7
3.78;"2021-06-07";"엘에이치삼성도시형생활주택";"삼성동";47;247;24;27.75;5
8.75;"2021-06-07";"역삼I'PARK";"역삼동";541;273;914;28.246;4
19.6;"2021-06-08";"강남데시앙포레";"수서동";787;165;950;84.86;12
1.8;"2021-06-08";"대명벨리온";"역삼동";71;248;24;17.684;3
2.4;"2021-06-08";"대우디오빌";"도곡동";155;882;123;23.34;13
7.95;"2021-06-08";"역삼I'PARK";"역삼동";541;273;914;28.246;1
35;"2021-06-08";"진흥아파트";"삼성동";255;179;255;170.01;3
32;"2021-06-09";"개나리래미안";"역삼동";438;273;788;144.55;5
27.7;"2021-06-09";"대우로얄카운티2";"청담동";13;289;40;241.24;3
15.7;"2021-06-09";"대치한신휴플러스";"대치동";66;248;74;84.99;2
24.5;"2021-06-09";"래미안 개포 루체하임";"일원동";850;249;1301;71.68;19
20.4;"2021-06-09";"럭키(963)";"도곡동";1094;248;1077;84.97;5
21.1;"2021-06-09";"상록수";"일원동";740;109;962;74.54;4
26;"2021-06-09";"은마";"대치동";4424;204;3021;84.43;6
20;"2021-06-09";"타워팰리스2";"도곡동";813;923;2376;92.8;9
15.1;"2021-06-09";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;14
18.4;"2021-06-10";"강남데시앙포레";"수서동";787;165;950;84.92;9
17.4;"2021-06-10";"강남한양수자인(4단지)";"자곡동";1304;150;1637;84.83;7
8;"2021-06-10";"라테라스청담";"청담동";88;358;53;37.57;9
8;"2021-06-10";"라테라스청담";"청담동";88;358;53;37.57;9
23;"2021-06-10";"래미안도곡카운티";"도곡동";397;261;510;59.98;15
3.4781;"2021-06-10";"마일스디오빌";"논현동";260;599;200;36.29;3
3.4781;"2021-06-10";"마일스디오빌";"논현동";260;599;200;36.29;3
11.95;"2021-06-10";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;3
25.4;"2021-06-10";"은마";"대치동";4424;204;3021;84.43;10
23;"2021-06-10";"은마";"대치동";4424;204;3021;76.79;10
47.8;"2021-06-10";"타워팰리스3";"도곡동";480;791;1785;214.967;60
3.05;"2021-06-11";"대우디오빌";"역삼동";457;966;338;30.03;9
19.4;"2021-06-11";"래미안강남힐즈";"자곡동";1020;159;1554;91.96;13
25.45;"2021-06-11";"래미안그레이튼";"역삼동";476;271;582;84.97;12
13;"2021-06-11";"우민";"논현동";70;269;75;74.758;6
68;"2021-06-11";"타워팰리스2";"도곡동";813;923;2376;244.04;48
22.5;"2021-06-11";"한솔마을";"일원동";570;108;1140;84.73;4
27;"2021-06-12";"래미안도곡카운티";"도곡동";397;261;510;84.67;18
22.8;"2021-06-12";"우성7";"일원동";802;157;641;84.06;5
27.5;"2021-06-12";"테헤란아이파크";"역삼동";411;255;589;92.6232;9
3.72;"2021-06-13";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;33.11;6
18.9;"2021-06-14";"강남한양수자인(4단지)";"자곡동";1304;150;1637;114.32;6
18.9;"2021-06-14";"강남한양수자인(4단지)";"자곡동";1304;150;1637;114.32;6
7.2;"2021-06-14";"갤러리하우스";"역삼동";17;223;15;71.66;3
30.5;"2021-06-14";"삼성동중앙하이츠빌리지";"삼성동";298;269;520;152.98;3
3.705;"2021-06-14";"엘에이치삼성도시형생활주택";"삼성동";47;247;24;27.75;2
17.5;"2021-06-14";"우성리빙텔";"도곡동";39;853;52;119.25;13
28.3;"2021-06-14";"타워팰리스2";"도곡동";813;923;2376;130.17;9
39.99;"2021-06-14";"타워팰리스3";"도곡동";480;791;1785;163.702;41
13.2;"2021-06-14";"한화꿈에그린2차";"논현동";46;246;0;83.7;5
29;"2021-06-15";"도곡렉슬";"도곡동";3002;274;4443;84.9231;13
25.8;"2021-06-15";"은마";"대치동";4424;204;3021;84.43;10
22.5;"2021-06-16";"개포주공7단지";"개포동";1060;0;300;53.46;13
9.1;"2021-06-16";"까치마을";"수서동";1404;208;1410;34.44;11
21.5;"2021-06-16";"도곡쌍용예가";"도곡동";384;298;418;107.53;4
21.5;"2021-06-16";"도곡쌍용예가";"도곡동";384;298;418;107.53;4
7.6;"2021-06-16";"라테라스청담";"청담동";88;358;53;39.91;4
35;"2021-06-16";"삼성동센트럴아이파크";"삼성동";416;299;743;103.32;3
25.6;"2021-06-16";"샘터마을";"일원동";628;249;950;134.438;8
43.7;"2021-06-16";"청담린든그로브";"청담동";114;193;220;232.9557;3
24;"2021-06-17";"상록수";"일원동";740;109;962;84.95;2
25.2;"2021-06-17";"샘터마을";"일원동";628;249;950;134.438;11
2.1;"2021-06-17";"청담스위트";"청담동";124;199;57;14.224;2
17;"2021-06-17";"푸른마을아파트101동~111동";"일원동";930;248;930;84.93;1
19.2;"2021-06-18";"강남데시앙포레";"수서동";787;165;950;84.92;7
31.2;"2021-06-18";"래미안대치팰리스";"대치동";1278;258;2478;84.97;17
22.8;"2021-06-18";"은마";"대치동";4424;204;3021;76.79;11
3.8;"2021-06-18";"현대비젼21";"도곡동";232;990;291;35.48;23
9.2;"2021-06-19";"까치마을";"수서동";1404;208;1410;34.44;8
15.9;"2021-06-19";"세곡푸르지오";"세곡동";912;174;1148;74.74;12
45;"2021-06-20";"타워팰리스3";"도곡동";480;791;1785;214.967;63
10;"2021-06-21";"까치마을";"수서동";1404;208;1410;39.6;2
34.7;"2021-06-21";"도곡렉슬";"도곡동";3002;274;4443;114.9931;14
3.3;"2021-06-21";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;29.63;17
22.2;"2021-06-22";"대우유로카운티";"청담동";196;282;373;121.48;1
21;"2021-06-22";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;11
20.9;"2021-06-22";"압구정케이씨씨(622-1)";"신사동";27;249;47;107.75;10
22;"2021-06-22";"은마";"대치동";4424;204;3021;76.79;2
23;"2021-06-22";"은마";"대치동";4424;204;3021;76.79;12
35;"2021-06-22";"타워팰리스2";"도곡동";813;923;2376;162.6;22
19;"2021-06-23";"강남한양수자인(4단지)";"자곡동";1304;150;1637;101.4;5
9.3;"2021-06-23";"까치마을";"수서동";1404;208;1410;34.44;7
20.5;"2021-06-23";"래미안그레이튼";"역삼동";476;271;582;59.97;6
23.5;"2021-06-23";"삼성래미안";"도곡동";732;291;1122;84.89;12
5.725;"2021-06-23";"엘에이치삼성도시형생활주택";"삼성동";47;247;24;41.19;8
15.2;"2021-06-23";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;14
5.1;"2021-06-24";"강남서해더블루";"역삼동";68;370;50;70.57;6
27.3;"2021-06-24";"개포주공5단지";"개포동";940;151;912;74.25;10
21;"2021-06-24";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;4
18.3;"2021-06-24";"아카데미스위트1";"도곡동";414;996;808;122.07;28
45.5;"2021-06-24";"압구정하이츠파크";"신사동";86;297;269;213.05;6
21.5;"2021-06-24";"은마";"대치동";4424;204;3021;76.79;14
45.8;"2021-06-24";"타워팰리스3";"도곡동";480;791;1785;214.967;66
5.9;"2021-06-24";"트레벨";"역삼동";45;241;34;33.48;5
29.4;"2021-06-25";"개포우성1";"대치동";690;178;828;84.81;15
19.9;"2021-06-25";"삼익";"도곡동";247;177;272;104.01;11
30.5;"2021-06-25";"쌍용대치2";"대치동";364;176;364;120.76;7
2.1;"2021-06-25";"진넥스빌2";"역삼동";56;545;43;23.85;10
39;"2021-06-25";"청담동마크노빌";"청담동";12;199;52;270.25;2
3.99;"2021-06-25";"한스빌(836)";"역삼동";216;376;154;39.89;4
28.8;"2021-06-26";"도곡렉슬";"도곡동";3002;274;4443;84.9984;13
25;"2021-06-26";"삼성래미안";"도곡동";732;291;1122;84.76;10
15.1;"2021-06-26";"세곡리엔파크(3단지)";"세곡동";363;160;407;84.96;2
9.5;"2021-06-26";"신동아";"수서동";1162;203;325;33.18;5
8.15;"2021-06-26";"역삼우정에쉐르2";"역삼동";70;545;54;47.02;4
20;"2021-06-26";"우성사원5";"도곡동";180;179;144;70.89;8
3.95;"2021-06-26";"중명하니빌";"도곡동";111;251;59;28.58;4
4.35;"2021-06-26";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;33.11;20
21;"2021-06-26";"한신(개포)";"도곡동";620;145;930;52.72;3
20.75;"2021-06-27";"e-편한세상";"역삼동";840;282;852;59.606;20
28.6;"2021-06-27";"타워팰리스1";"도곡동";1294;919;3695;137.24;5
17;"2021-06-28";"동익";"수서동";330;199;314;84.46;6
3.9;"2021-06-28";"중명하니빌";"도곡동";111;251;59;28.58;2
10.49;"2021-06-29";"까치마을";"수서동";1404;208;1410;39.6;9
37;"2021-06-29";"현대13차(208~211동)";"압구정동";234;150;201;105.31;3
10.2;"2021-06-30";"까치마을";"수서동";1404;208;1410;39.6;7
24.8;"2021-06-30";"쌍용대치아파트1동,2동,3동,5동,6동";"대치동";630;169;670;83.56;3
40;"2021-06-30";"타워팰리스2";"도곡동";813;923;2376;164.99;20
28;"2021-07-01";"개포우성1";"대치동";690;178;828;84.81;13
10.4;"2021-07-01";"까치마을";"수서동";1404;208;1410;39.6;6
15.1;"2021-07-01";"세곡리엔파크(3단지)";"세곡동";363;160;407;84.96;2
12.45;"2021-07-01";"신동아";"수서동";1162;203;325;39.53;10
10.3;"2021-07-01";"역삼이안애에이";"역삼동";30;0;38;84.28;2
29;"2021-07-01";"청담현대3차아파트";"청담동";317;324;421;109.53;22
30.5;"2021-07-01";"타워팰리스1";"도곡동";1294;919;3695;120.78;25
41;"2021-07-01";"타워팰리스3";"도곡동";480;791;1785;163.702;44
39.99;"2021-07-01";"타워팰리스3";"도곡동";480;791;1785;163.702;41
14.88;"2021-07-02";"까치마을";"수서동";1404;208;1410;49.5;11
10.4;"2021-07-02";"까치마을";"수서동";1404;208;1410;39.6;8
20.6;"2021-07-02";"럭키(963)";"도곡동";1094;248;1077;84.97;12
25.7;"2021-07-02";"목련타운";"일원동";650;249;975;134.71;15
31.3;"2021-07-02";"쌍용대치아파트1동,2동,3동,5동,6동";"대치동";630;169;670;128.03;14
26;"2021-07-02";"은마";"대치동";4424;204;3021;84.43;11
26.85;"2021-07-03";"강남 더샵 포레스트";"수서동";400;199;840;124.5792;10
40.2;"2021-07-03";"개포우성1";"대치동";690;178;828;127.61;9
11.27;"2021-07-03";"까치마을";"수서동";1404;208;1410;39.6;14
12.1;"2021-07-03";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;12
16.99;"2021-07-03";"세곡푸르지오";"세곡동";912;174;1148;84.95;13
9;"2021-07-03";"역삼I'PARK";"역삼동";541;273;914;28.246;11
3.8;"2021-07-03";"현대비젼21";"도곡동";232;990;291;33.1;21
25.9;"2021-07-04";"e-편한세상";"역삼동";840;282;852;84.991;15
29;"2021-07-04";"도곡렉슬";"도곡동";3002;274;4443;84.9984;20
20.5;"2021-07-05";"e-편한세상";"역삼동";840;282;852;59.606;3
9.6;"2021-07-05";"신동아";"수서동";1162;203;325;33.18;12
9;"2021-07-06";"까치마을";"수서동";1404;208;1410;34.44;4
100;"2021-07-07";"PH129";"청담동";29;365;162;273.96;6
13.5;"2021-07-07";"강남한신휴플러스6단지";"율현동";378;120;346;84.83;2
28;"2021-07-07";"개나리SK뷰";"역삼동";240;257;397;84.99;5
21;"2021-07-07";"럭키(963)";"도곡동";1094;248;1077;84.97;8
49;"2021-07-07";"빌폴라리스";"청담동";19;249;49;166.01;20
15.95;"2021-07-07";"삼성동롯데아파트";"삼성동";339;337;418;59.4;8
41;"2021-07-07";"선경1차(1동-7동)";"대치동";1034;179;1661;136.68;6
10;"2021-07-07";"신동아";"수서동";1162;203;325;33.18;12
5.95;"2021-07-07";"현대비젼21";"도곡동";232;990;291;42.7;27
23.65;"2021-07-08";"개포한신";"일원동";364;179;292;107.6;11
21.8;"2021-07-08";"도곡렉슬";"도곡동";3002;274;4443;59.9818;14
32;"2021-07-08";"래미안도곡카운티";"도곡동";397;261;510;106.39;15
12.717;"2021-07-08";"삼성월드타워";"삼성동";46;333;48;84.202;10
23.7;"2021-07-08";"샘터마을";"일원동";628;249;950;134.438;15
12;"2021-07-08";"신동아";"수서동";1162;203;325;39.53;3
9.1;"2021-07-08";"신동아(22)";"논현동";644;245;684;35.73;4
19.5;"2021-07-09";"강남데시앙포레";"수서동";787;165;950;84.81;8
15.16;"2021-07-09";"강남신동아파밀리에2단지";"세곡동";410;192;457;84.98;4
13.5;"2021-07-09";"강남한신휴플러스6단지";"율현동";378;120;346;59.98;4
9.4;"2021-07-09";"까치마을";"수서동";1404;208;1410;34.44;15
22.6;"2021-07-09";"대치아이파크";"대치동";768;274;1171;59.96;2
36.9;"2021-07-09";"래미안대치팰리스";"대치동";1278;258;2478;94.5;19
17.6;"2021-07-09";"래미안포레";"자곡동";1070;159;1157;84.99;9
55;"2021-07-09";"아이파크";"삼성동";449;296;1253;175.052;40
27;"2021-07-09";"아카데미스위트1";"도곡동";414;996;808;164.87;10
8.22;"2021-07-09";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;2
21.5;"2021-07-09";"은마";"대치동";4424;204;3021;76.79;1
35.5;"2021-07-09";"한보미도맨션1";"대치동";2436;179;2906;128.01;8
34.5;"2021-07-09";"한보미도맨션2";"대치동";2436;179;2906;126.33;2
66;"2021-07-09";"한양8(81동한개동)";"압구정동";90;195;108;210.1;15
15.25;"2021-07-10";"강남데시앙포레";"수서동";787;165;950;59.97;1
17.8;"2021-07-10";"강남한양수자인(4단지)";"자곡동";1304;150;1637;84.99;3
17.8;"2021-07-10";"강남한양수자인(4단지)";"자곡동";1304;150;1637;84.99;3
8.9;"2021-07-10";"까치마을";"수서동";1404;208;1410;34.44;2
9.5;"2021-07-10";"까치마을";"수서동";1404;208;1410;34.44;4
11.1;"2021-07-10";"까치마을";"수서동";1404;208;1410;39.6;8
28.5;"2021-07-10";"대치우성아파트1동,2동,3동,5동,6동,7동";"대치동";476;179;498;115.59;9
26;"2021-07-10";"래미안그레이튼(진달래2차)";"역삼동";464;266;626;84.81;10
23.5;"2021-07-10";"목련타운";"일원동";650;249;975;99.79;3
20.8;"2021-07-10";"역삼푸르지오";"역삼동";738;283;753;59.8848;5
25.8;"2021-07-10";"은마";"대치동";4424;204;3021;84.43;4
15.5;"2021-07-10";"푸른마을아파트101동~111동";"일원동";930;248;930;59.76;5
16.2;"2021-07-11";"삼성동롯데아파트";"삼성동";339;337;418;59.4;10
8;"2021-07-12";"공간쉐르빌";"역삼동";17;269;15;75.45;5
22.2;"2021-07-12";"은마";"대치동";4424;204;3021;76.79;4
3.78;"2021-07-12";"테헤란로대우아이빌(891-6)";"대치동";371;1096;180;33.11;7
22.5;"2021-07-12";"한솔마을";"일원동";570;108;1140;84.73;4
18.15;"2021-07-13";"거평빌라트";"역삼동";19;265;35;210.15;3
20;"2021-07-13";"래미안삼성1차(105)";"삼성동";112;213;240;181.51;2
21;"2021-07-13";"삼성";"도곡동";231;139;208;84.81;12
13.4;"2021-07-13";"신동아";"수서동";1162;203;325;39.53;11
8.59;"2021-07-13";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;9
9.855;"2021-07-13";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;11
20.3;"2021-07-13";"역삼래미안";"역삼동";1050;276;1066;59.4;12
22.5;"2021-07-13";"은마";"대치동";4424;204;3021;76.79;5
29.55;"2021-07-14";"도곡렉슬";"도곡동";3002;274;4443;84.9984;5
39;"2021-07-14";"동부센트레빌";"대치동";805;297;1824;121.74;17
30.8;"2021-07-14";"래미안대치팰리스";"대치동";1278;258;2478;84.99;5
20.5;"2021-07-14";"리치아르떼빌";"도곡동";11;227;24;126.96;6
56.65;"2021-07-14";"상지리츠빌카일룸";"도곡동";23;199;90;212.45;3
8.155;"2021-07-14";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;1
3.3;"2021-07-14";"한화진넥스빌";"역삼동";294;1045;213;34.82;10
3.6;"2021-07-15";"마일스디오빌";"논현동";260;599;200;36.29;3
23;"2021-07-15";"아노스카운트빌라트";"청담동";5;203;13;165.41;4
24.7;"2021-07-15";"우성7";"일원동";802;157;641;83.69;13
22;"2021-07-15";"한솔마을";"일원동";570;108;1140;84.73;4
28.7;"2021-07-16";"개포주공7단지";"개포동";1060;0;300;83.7;11
24;"2021-07-16";"동부센트레빌";"논현동";160;298;239;114.498;6
12.7;"2021-07-16";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;21
10.5;"2021-07-16";"신동아";"수서동";1162;203;325;33.18;4
8.6;"2021-07-16";"역삼I'PARK";"역삼동";541;273;914;28.246;14
23;"2021-07-16";"은마";"대치동";4424;204;3021;76.79;9
8.15;"2021-07-17";"강남상가";"신사동";94;387;0;79.47;9
14.5;"2021-07-17";"강남엘에이치1단지";"세곡동";809;173;998;59.89;12
15.7;"2021-07-17";"그랜빌캐슬";"도곡동";15;229;27;90.85;2
9.5;"2021-07-17";"까치마을";"수서동";1404;208;1410;34.44;9
26;"2021-07-17";"래미안그레이튼(진달래2차)";"역삼동";464;266;626;84.81;6
12.45;"2021-07-17";"삼성동힐스테이트 1단지";"삼성동";1144;276;1529;31.402;21
22;"2021-07-17";"삼성청담아파트";"청담동";217;345;319;114.83;18
10;"2021-07-17";"신동아";"수서동";1162;203;325;33.18;14
24.65;"2021-07-17";"은마";"대치동";4424;204;3021;84.43;2
26.2;"2021-07-17";"은마";"대치동";4424;204;3021;84.43;11
15.5;"2021-07-18";"현대힐스테이트2단지";"삼성동";926;273;1291;40.553;16
9.47;"2021-07-19";"까치마을";"수서동";1404;208;1410;34.44;3
19.5;"2021-07-19";"삼익";"도곡동";247;177;272;104.01;13
9.4;"2021-07-19";"신동아(22)";"논현동";644;245;684;35.73;10
23;"2021-07-19";"은마";"대치동";4424;204;3021;76.79;9
26.1;"2021-07-19";"한양1차(영동한양)";"압구정동";936;211;561;63.87;1
16.4;"2021-07-20";"미켈란147";"삼성동";67;943;66;84.86;21
24;"2021-07-20";"진흥아파트";"삼성동";255;179;255;104.31;7
20.1;"2021-07-21";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;6
19.4;"2021-07-21";"삼성";"수서동";680;211;1020;84.97;10
20;"2021-07-21";"청담대림이-편한세상";"청담동";271;296;400;81.84;11
3.55;"2021-07-22";"LG선릉에클라트(A)";"삼성동";125;341;88;36.16;6
28.5;"2021-07-22";"대치우성아파트1동,2동,3동,5동,6동,7동";"대치동";476;179;498;115.59;3
18;"2021-07-22";"두산위브2단지";"논현동";136;244;176;84.253;7
20.4;"2021-07-22";"역삼래미안";"역삼동";1050;276;1066;59.53;6
16.5;"2021-07-22";"한신엠비씨";"도곡동";421;212;0;58.46;8
19.8;"2021-07-23";"강남데시앙포레";"수서동";787;165;950;84.86;11
30;"2021-07-23";"대림아크로빌";"도곡동";490;936;1662;172.464;9
27.3;"2021-07-23";"도곡렉슬";"도곡동";3002;274;4443;84.9984;3
25.67;"2021-07-23";"은마";"대치동";4424;204;3021;84.43;11
23.5;"2021-07-23";"청담(건영)";"청담동";240;397;418;84.595;6
25.9;"2021-07-23";"현대넥서스A동";"논현동";16;249;22;244.61;5
25.9;"2021-07-23";"현대넥서스A동";"논현동";16;249;22;244.61;5
25;"2021-07-23";"현대힐스테이트2단지";"삼성동";926;273;1291;84.236;3
28.5;"2021-07-24";"개포주공6단지";"개포동";1060;0;300;83.21;3
13;"2021-07-24";"논현베르빌";"논현동";65;270;121;111.08;3
22;"2021-07-24";"상록수";"일원동";740;109;962;74.54;3
17.45;"2021-07-24";"세곡푸르지오";"세곡동";912;174;1148;84.83;3
21;"2021-07-24";"수서한아름";"수서동";498;249;996;129.45;5
26;"2021-07-24";"아크로힐스논현";"논현동";368;299;645;84.074;8
20.45;"2021-07-24";"역삼래미안";"역삼동";1050;276;1066;59.4;4
40.3;"2021-07-24";"타워팰리스1";"도곡동";1294;919;3695;164.97;45
20;"2021-07-26";"강남데시앙포레";"수서동";787;165;950;84.92;10
27.5;"2021-07-26";"대림아크로빌";"도곡동";490;936;1662;172.464;3
19.5;"2021-07-26";"도곡우성아파트";"도곡동";390;179;468;76.38;15
21.1;"2021-07-26";"아카데미스위트1";"도곡동";414;996;808;122.07;10
6;"2021-07-26";"트레벨";"역삼동";45;241;34;33.48;4
34.5;"2021-07-26";"한양6";"압구정동";227;0;136;106.71;2
15;"2021-07-27";"강남한양수자인(4단지)";"자곡동";1304;150;1637;59.97;7
28.7;"2021-07-27";"도곡렉슬";"도곡동";3002;274;4443;84.9231;22
3.95;"2021-07-27";"마일스디오빌";"논현동";260;599;200;36.29;14
20.7;"2021-07-27";"상록수";"일원동";740;109;962;74.54;4
9.8;"2021-07-27";"신동아";"수서동";1162;203;325;33.18;9
9.6;"2021-07-28";"까치마을";"수서동";1404;208;1410;34.44;8
10.9;"2021-07-28";"까치마을";"수서동";1404;208;1410;39.6;14
22.77;"2021-07-28";"은마";"대치동";4424;204;3021;76.79;14
13.5;"2021-07-28";"청학아파트에이동,비동,씨동";"논현동";70;220;50;85.12;4
3.97;"2021-07-29";"LG선릉에클라트(B)";"삼성동";293;700;161;36.35;12
14.5;"2021-07-29";"강남엘에이치1단지";"세곡동";809;173;998;59.89;3
3.7;"2021-07-29";"거평프리젠";"논현동";113;332;72;30.215;10
3.3;"2021-07-29";"대우아이빌멤버스(891-26)";"대치동";134;634;134;35.796;9
19.8;"2021-07-29";"대치아이파크";"대치동";768;274;1171;59.96;1
21.8;"2021-07-29";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;9
19.8;"2021-07-29";"삼성";"수서동";680;211;1020;84.97;8
35;"2021-07-29";"상지리츠빌9차";"청담동";12;249;35;200.88;5
8.685;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;8
8.685;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;8
9.855;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;12
9.345;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;1
8.815;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;12
8.715;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;11
9.485;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;4
7.35;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;4
7.53;"2021-07-29";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;9
39.9;"2021-07-29";"우성4";"도곡동";459;149;0;152.74;6
7.5;"2021-07-29";"우정에쉐르2";"삼성동";60;548;56;55.12;9
23.3;"2021-07-29";"은마";"대치동";4424;204;3021;76.79;7
12.45;"2021-07-29";"한양빌라트";"논현동";19;253;32;104.64;7
23.4;"2021-07-30";"대치현대";"대치동";630;341;711;85;12
24.8;"2021-07-30";"도곡2차I-PARK";"도곡동";58;232;150;148.98;4
19.45;"2021-07-30";"삼성";"수서동";680;211;1020;84.97;12
9.55;"2021-07-30";"신동아(22)";"논현동";644;245;684;35.73;10
24;"2021-07-30";"아카데미스위트1";"도곡동";414;996;808;122.07;16
7.475;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;8
7.5;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;6
9.715;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;7
9.525;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;3
9.935;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;14
9.935;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;84.96;13
8.52;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;5
8.35;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;5
7.215;"2021-07-30";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;1
25.7;"2021-07-30";"은마";"대치동";4424;204;3021;84.43;14
3.2;"2021-07-31";"대우디오빌";"역삼동";457;966;338;30.03;14
29.7;"2021-07-31";"도곡렉슬";"도곡동";3002;274;4443;84.9984;5
20.8;"2021-07-31";"도곡우성아파트";"도곡동";390;179;468;84.83;11
22;"2021-07-31";"동부센트레빌";"역삼동";206;350;208;84.97;10
43;"2021-07-31";"동부센트레빌";"대치동";805;297;1824;145.83;12
34.8;"2021-07-31";"래미안펜타빌";"역삼동";288;273;665;157.37;17
21.3;"2021-07-31";"상록수";"일원동";740;109;962;74.54;4
14;"2021-07-31";"수서";"일원동";720;177;529;51.76;1
23;"2021-07-31";"은마";"대치동";4424;204;3021;76.79;11
16.2;"2021-08-01";"경남아너스빌";"역삼동";164;384;228;84.688;13
4.5;"2021-08-02";"거평프리젠";"논현동";113;332;72;42.015;11
37;"2021-08-02";"대치아이파크";"대치동";768;274;1171;119.58;18
16.5;"2021-08-02";"서광아파트";"삼성동";304;366;304;59.67;9
8.525;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;8
9.885;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;12
8.505;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;8
7.28;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;59.96;2
8.57;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;6
8.205;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;1
8.74;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;9
9.525;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;3
8.695;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;15
8.545;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.89;9
9.785;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;10
8.715;"2021-08-02";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;14
26.2;"2021-08-02";"은마";"대치동";4424;204;3021;84.43;4
1.8;"2021-08-03";"대명벨리온";"역삼동";71;248;24;17.684;3
1.8;"2021-08-03";"대명벨리온";"역삼동";71;248;24;17.684;3
3.05;"2021-08-03";"대우디오빌";"역삼동";457;966;338;30.03;18
3.8;"2021-08-03";"마일스디오빌";"논현동";260;599;200;36.29;9
8.877;"2021-08-03";"삼성월드타워";"삼성동";46;333;48;58.776;10
8.877;"2021-08-03";"삼성월드타워";"삼성동";46;333;48;58.776;9
11.873;"2021-08-03";"삼성월드타워";"삼성동";46;333;48;84.725;3
11.873;"2021-08-03";"삼성월드타워";"삼성동";46;333;48;84.725;2
8.41;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;2
8.8;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;15
8.825;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;13
8.815;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;11
8.685;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;9
8.37;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;3
9.395;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;84.92;2
8.285;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;74.97;1
9.455;"2021-08-03";"엘에이치강남아이파크";"자곡동";716;150;880;84.83;8
